01-929,52.2724277819221,20.9228815024439
01-785,52.2635699588552,20.9746880584156
04-414,52.2637436746909,21.1674387390602
01-651,52.28265476985,20.9814951669092
04-266,52.2495690382501,21.1280941114646
00-159,52.2513668375379,20.9975001162147
03-436,52.2610279590362,21.0375845409644
01-748,52.2564448143256,20.9619817308557
03-216,52.2946612699569,20.9991405365232
00-022,52.2313854302714,21.0157302386614
01-858,52.2668681915735,20.9462591866599
00-763,52.1982271962673,21.0372777278906
04-078,52.2436048314807,21.0834745744673
03-303,52.2759575529146,21.0131420463432
02-691,52.17327463709,20.99994139539
02-640,52.1892151119449,21.0035650323912
00-007,52.2347317949776,21.0111684100525
03-729,52.2532406815855,21.0354820548128
00-773,52.2004275438031,21.0301193090116
02-862,52.127487254899,21.0120121750882
00-714,52.2030733850841,21.0508590422823
02-554,52.2060778700112,21.009435037857
04-832,52.1857021369513,21.1882280141531
03-940,52.2280882792583,21.0550949073917
03-838,52.2473020266014,21.0572261304539
02-656,52.1866064506065,21.0196814536315
02-715,52.1771710018608,21.0219389625849
00-497,52.2304474978569,21.022455622917
04-036,52.237363775968,21.080950805448
03-409,52.2563780113992,21.0358792098435
01-906,52.2847747,20.9357681
86-013,53.3940582298743,17.8083592198615
04-175,52.2327797794857,21.1068176923469
02-586,52.1999123847898,21.0087537180362
02-258,52.1855838771286,20.9496751669912
02-783,35.8776868,-106.5033717
02-326,52.2160172271577,20.9628782231238
02-592,52.2015341225214,21.0231096229882
02-390,52.2007236550424,20.9664766206097
01-459,52.2387003039247,20.9179273154508
00-916,43.7754375,10.4448886
02-990,52.1619477057068,21.0996451948422
01-031,52.2483127216259,20.9870384890806
02-001,52.226886688247,20.9998332384427
