00-175,52.2545681147405,20.9849502134795
01-518,52.2608254697139,20.9921732830176
00-774,52.2010580767828,21.0303707554764
02-822,52.1551263219948,21.0068171509403
04-921,52.1635909239107,21.219007813211
04-920,52.1599017792217,21.2139464352691
04-667,52.2133727384196,21.1339203552708
02-239,52.1848879588179,20.9430045501462
02-776,52.1528132168094,21.0495325218587
03-717,52.2504801009633,21.0324498804325
00-805,52.2277047308532,20.9935660838912
05-077,52.2187771695659,21.2391178102985
00-265,52.2487840242198,21.0119269389365
02-143,52.1839613893378,20.9787179688989
01-793,52.2595033244448,20.9770151946557
01-377,52.2196891964885,20.9180283082746
00-549,52.2235318871886,21.0193079855726
02-495,52.1912976497454,20.8848375290252
01-015,52.2396498159375,20.982883114222
02-497,52.1880353154481,20.8979825686607
02-264,52.1808562999381,20.943732853159
01-809,52.2853244238378,20.9528193059517
02-127,52.198488146768,20.9774299979948
02-930,52.1842462961655,21.0548912858317
00-112,52.2356886259587,21.0053946981676
01-842,52.2766525531129,20.9384781018309
03-285,52.2929497574016,21.0446741591057
02-972,52.1615427887956,21.0724523890243
02-675,52.1827186268778,21.0032150203711
00-140,52.2418692466839,20.9952476377503
00-312,52.2427450599742,21.0238997921025
01-199,52.2375753128255,20.9738970182972
01-875,52.2685079004428,20.9387535585118
02-784,52.1534202258064,21.025101573133
02-587,52.2002871964552,21.0186967375865
02-954,52.1723690022462,21.0733963884683
02-042,52.2180262418478,20.9862771079541
01-887,52.2752435724588,20.95984398091
01-637,52.2712600339187,20.9823310547992
02-791,52.1388528148199,21.051604591772
02-777,52.1534304427943,21.046657546655
01-485,52.2539040333168,20.9076971557602
03-998,15.4787995,-87.9790348
00-385,52.2377011193569,21.0275929189272
04-173,52.2379854697768,21.1068664772004
01-846,52.2781900532236,20.9411327472042
01-871,52.280992515126,20.9521318953816
00-124,52.2327500764913,21.0004346101343
02-785,52.1602136122711,21.0238101294041
02-384,52.201756854709,20.9563825207506
02-797,52.1453674642614,21.0668310705951
01-866,52.2795769379167,20.9561325214345
02-973,52.1119948493159,21.0888061805089
02-685,52.1810013374671,21.0107214976514
01-737,52.2640053704859,20.9616396827702
01-826,52.2807560355953,20.9451851151812
01-961,52.2905223476821,20.9402081068237
01-574,52.2664039096227,20.980602743345
03-984,52.2190234853171,21.1099050199392
00-867,52.2369361109128,20.9880752440785
03-126,52.3175951782971,20.9590168946028
01-747,52.2572576302953,20.9616381920275
00-819,52.2294075662504,20.9972378774919
03-122,52.3221629906653,20.9700355663451
03-532,52.2745872517103,21.0404587627651
05-075,52.2470427379142,21.2105076230116
03-578,52.2718117798915,21.0648779211712
01-163,52.247985715625,20.9669249585316
01-207,52.2301950289105,20.9781123033314
03-987,52.2144172202584,21.1111547113083
03-734,52.2539475326686,21.0372820658609
01-460,52.2409894222006,20.9172126101842
04-239,52.2449529671201,21.1367065371366
01-222,52.2234221603912,20.9634716454569
03-368,52.2898002974297,21.0277440054303
04-701,52.201622916601,21.1723187701764
04-454,52.2597730081923,21.1618411233615
04-359,52.246951275461,21.0876467899984
01-595,52.2687802500556,20.974629282318
00-137,52.2402208275912,20.998971767096
04-713,52.2058353722593,21.1750665735862
00-695,52.2279656714252,21.0082262585104
03-138,52.3315351294825,20.9455274563293
02-054,52.2182339199724,20.9905584881289
04-501,52.2308038218084,21.1356883379646
01-773,52.2678782638764,20.9697173784183
03-414,52.2579208534417,21.0395890014666
01-042,52.2477056088447,20.979596787734
00-193,52.2538715400868,20.993401835724
01-797,52.2563022423022,20.9694995948908
01-204,52.2314111162604,20.9745322967212
00-024,52.2305002414266,21.0137309158962
01-318,52.2341756401079,20.9010957259325
03-287,52.3244823738483,21.0660179976069
04-373,52.247287275363,21.0794477062997
03-114,52.3313157946656,20.9749330271609
02-989,52.1687036166534,21.1099852450557
02-792,52.1439391081458,21.0584320047412
01-865,52.2693007891869,20.9499368889938
02-622,52.1930985016875,21.0139432188664
03-343,52.286117602813,21.0338060718666
01-303,52.2156380793561,20.8871570941423
03-352,52.2875738816233,21.0290042014325
01-466,52.2474675515266,20.9187475322756
03-944,52.2266315234835,21.0639646422706
02-483,52.1979534710387,20.9108167695101
01-156,52.2392342875251,20.9640534805911
00-324,52.2427201025136,21.0175430503316
00-026,52.230794495974,21.0134124464747
02-101,52.2082617999152,20.9752876636745
04-892,52.1740192822651,21.1974566851708
00-201,52.2515093175868,20.9990177260382
02-654,52.1944982641228,20.989134724895
01-355,52.2375338462888,20.9162110589058
04-302,52.2438098498304,21.1091890708913
01-864,52.2678827270486,20.9474367753249
01-201,52.2345312302729,20.9744048690846
03-144,52.3268547446784,20.9468823667982
00-062,52.2380979428416,21.0102332765889
01-167,52.2436313432615,20.9623542933179
02-181,52.1759795357143,20.9466254642857
02-830,52.1393725288632,21.0115906303321
02-796,52.1351370622917,21.0697737987429
03-550,52.2706513146623,21.0565533728293
02-473,52.2041832735919,20.9229603654934
04-767,52.2020572449589,21.1697477410111
00-863,52.2356333074261,20.9937555684402
01-927,52.2720903542019,20.9195211130922
00-070,52.2442466276003,21.0132718123598
01-139,52.2371340914626,20.9637780948217
03-481,52.2626716031733,21.0288633614806
00-807,52.2227290380803,20.9792361970935
02-798,52.1309595438699,21.0573123720143
00-042,52.2355235242379,21.017927935875
02-183,52.1673765212574,20.9333130682288
02-956,52.1733870966322,21.0743168064344
03-151,52.3452778846255,20.9494969543548
03-329,52.2855229005902,21.0372073895723
00-216,52.2542840825628,21.0024253580998
02-920,52.1818919257094,21.0693739472195
04-041,52.2330788131621,21.086021473138
03-450,52.2580332827675,21.0312908274705
00-784,52.205663782479,21.0242529696644
02-222,52.2053462779257,20.9436310143964
01-493,52.2530791934664,20.9173474915084
00-246,52.2480188162891,21.0078877047866
00-707,52.214286074506,21.0644978557381
03-392,52.2960755793867,21.0394304751846
03-982,52.2249200812243,21.0941851238206
00-301,52.2473405713459,21.018726858559
01-991,52.3040065746467,20.9314697966063
00-710,52.193996134852,21.0521397921479
04-128,52.2408897161404,21.0957429797445
02-722,52.1568815702691,21.0351558456699
03-109,52.3298360702897,20.9713482627553
03-286,52.2964335938958,21.0574230255286
03-905,52.2360517407077,21.0530180192458
