RowId,TypKarty,TxnKod,TxnData,TxnCzas,DataPrzetw,CTLS,PIN,CB,ProductID,MC_Card_Program,MC_GCMS_Program,MC_Product_Class,PEM,MOTO,TypeClass,TypePayment,Region,Country,anon_MID,anon_POS_ID,anon_NrKarty,anon_AuthKod,anon_Kwota,anon_Interchange,anon_MSC,anon_FlatFee,anon_CashAmount,PartnerId,Status,ModifiedDate,CreatedDate,MCC,LocCity,LocZipCode,CorCity,CorZipCode,CASHBACK_A,DCCMarkup,DCCRebate,anon_Eid,anon_ContractEid,anon_Name,MCC_Code,MCC_VISA_report_name,Code,ZipCode,Lat,Lon,ZipCodeLoc
3795,V,2012,20180801,170530,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,89eca72fe67657d0225449e705029411,0d8636d56e2c204ac818f47ac395abe6,2ecaa85db856f17ac7d7aa2f1ef23af5,LLZAGJ,31.20,-0.06,1.00,0.00,0.00,1,1,2018-02-05,2012-04-10,7999,Warszawa (Mokotów),02511,Warszawa (Mokotów),02511,0,350,1.000,89eca72fe67657d0225449e705029411,21b833cc17f73ecb0c2a171c62c60f89,83e948e51c434bcbdbb759255c65c152,7999,Entertainment,7,02-511,52.1997394246852,21.0256531551367,02511
4223,V,2012,20180801,172108,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,89eca72fe67657d0225449e705029411,0d8636d56e2c204ac818f47ac395abe6,dff825bdb30408133abf1c901c124328,TBOBFD,23.60,-0.05,1.00,0.00,0.00,1,1,2018-02-05,2012-04-10,7999,Warszawa (Mokotów),02511,Warszawa (Mokotów),02511,0,350,1.000,89eca72fe67657d0225449e705029411,21b833cc17f73ecb0c2a171c62c60f89,83e948e51c434bcbdbb759255c65c152,7999,Entertainment,7,02-511,52.1997394246852,21.0256531551367,02511
4270,V,2012,20180801,180105,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,3c5ec215191a015ff8bfa36134e91b7b,a7bee619c48e6e388262eda1956dc18c,816b9072adbe7f60257450c462670dfa,HBIQUN,10.65,-0.02,1.00,0.00,0.00,1,2,2018-03-19,2016-08-02,5462,Warszawa (Praga-Południe),03982,Mińsk Mazowiecki,05300,0,350,1.000,3c5ec215191a015ff8bfa36134e91b7b,a757c3ec59f0e4b0d9c191be53498f05,08fda992170d4d40bee1b9cc5433791f,5462,Food & Drink,9,03-982,52.2249200812243,21.0941851238206,03982
4427,V,2012,20180801,175025,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,89eca72fe67657d0225449e705029411,6bebcf0706b8fa653b1c1af8cb343758,7c2809db21c0a2254c2c3b67c33c3b3a,FMOXRH,24.80,-0.05,1.00,0.00,0.00,1,1,2018-02-05,2012-04-10,7999,Warszawa (Mokotów),02511,Warszawa (Mokotów),02511,0,350,1.000,89eca72fe67657d0225449e705029411,21b833cc17f73ecb0c2a171c62c60f89,83e948e51c434bcbdbb759255c65c152,7999,Entertainment,7,02-511,52.1997394246852,21.0256531551367,02511
4555,V,2012,20180801,190851,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,89eca72fe67657d0225449e705029411,0d8636d56e2c204ac818f47ac395abe6,a20f29d825ea5d9904ce00b0f4d000f5,SADQJT,67.20,-0.14,1.00,0.00,0.00,1,1,2018-02-05,2012-04-10,7999,Warszawa (Mokotów),02511,Warszawa (Mokotów),02511,0,350,1.000,89eca72fe67657d0225449e705029411,21b833cc17f73ecb0c2a171c62c60f89,83e948e51c434bcbdbb759255c65c152,7999,Entertainment,7,02-511,52.1997394246852,21.0256531551367,02511
4652,V,2012,20180801,140451,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,d2c29aa6fbddc1a9d3277c3c466187a0,795166dd1a64bf2a4634c3974c1c6cc1,4bf6db6dca5f1f4f7c2282408942319f,LTLHTN,5.60,-0.01,1.00,0.00,0.00,1,1,2018-07-16,2018-03-29,5462,Warszawa (Ochota),02057,Błonie,05870,2,350,1.000,d2c29aa6fbddc1a9d3277c3c466187a0,5d4b372c2268d12a918521d2f391505e,cae422e7c696aa4d1be52f58b1e4f004,5462,Food & Drink,9,02-057,52.2188338938279,20.9986165157708,02057
4690,V,2012,20180801,191526,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,89eca72fe67657d0225449e705029411,15a38390659ae285bd7b03e8edc21905,81e3c01251840249392cd8a4dcff130f,IKTQBC,15.20,-0.03,1.00,0.00,0.00,1,1,2018-02-05,2012-04-10,7999,Warszawa (Mokotów),02511,Warszawa (Mokotów),02511,0,350,1.000,89eca72fe67657d0225449e705029411,21b833cc17f73ecb0c2a171c62c60f89,83e948e51c434bcbdbb759255c65c152,7999,Entertainment,7,02-511,52.1997394246852,21.0256531551367,02511
4777,V,2012,20180801,171703,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,89eca72fe67657d0225449e705029411,4f265b074584822e75c326751b2c3d9e,f39ca74c623c9f5b82b5cfdbcd1c94d9,QALXNC,41.60,-0.08,1.00,0.00,0.00,1,1,2018-02-05,2012-04-10,7999,Warszawa (Mokotów),02511,Warszawa (Mokotów),02511,0,350,1.000,89eca72fe67657d0225449e705029411,21b833cc17f73ecb0c2a171c62c60f89,83e948e51c434bcbdbb759255c65c152,7999,Entertainment,7,02-511,52.1997394246852,21.0256531551367,02511
4874,V,2012,20180801,121515,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,c49ab504b24db2adefb03761cd75edd0,487c2769c5b61bcfadf4200c8dd34176,3e7b2d32a3b9698eecc5a164217f5342,IUTQIE,12.80,-0.02,1.00,0.00,0.00,1,1,2016-10-27,2016-03-22,5812,Warszawa (Śródmieście),00638,Warszawa (Śródmieście),00638,0,350,1.000,c49ab504b24db2adefb03761cd75edd0,fe03852f566bc23c1a4e3085e1abd627,846347ba5de0e563ffc9ad737be1bb83,5812,Restaurants,20,00-638,52.2177759,21.01632155,00638
4897,V,2012,20180801,091416,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,c49ab504b24db2adefb03761cd75edd0,487c2769c5b61bcfadf4200c8dd34176,5c6704dd5e74717c6c376f7aa2847e92,GFJARK,6.40,-0.02,1.00,0.00,0.00,1,1,2016-10-27,2016-03-22,5812,Warszawa (Śródmieście),00638,Warszawa (Śródmieście),00638,0,350,1.000,c49ab504b24db2adefb03761cd75edd0,fe03852f566bc23c1a4e3085e1abd627,846347ba5de0e563ffc9ad737be1bb83,5812,Restaurants,20,00-638,52.2177759,21.01632155,00638
3796,V,2012,20180801,151544,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,a8e03f6d4283be3f2985fe324cc0f39d,2092aadf4a9db838fa3157fed91880c5,a4d945d8dcc9444559cb50e116803465,UJTHLV,31.99,-0.06,1.00,0.00,0.00,1,1,2017-07-19,2011-10-03,5411,Warszawa (Praga-Południe),04125,KRAKÓW,30347,0,350,1.000,a8e03f6d4283be3f2985fe324cc0f39d,4623053ff6f2af0f8061557e2776e60a,bba274828763fe662bfa0f0f45ad5e10,5411,Supermarket,22,04-125,52.2333722073783,21.0960463703412,04125
3817,V,2012,20180801,183457,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,82e7cf4ef4fe5080831e25397aefbc5f,7ea48d80c276f5dda031b7f3e11b5eba,6d754947e4e07a39fcb5fcc19dd4d7c8,CBOXGW,19.68,-0.04,1.00,0.00,0.00,1,2,2017-04-20,2017-03-22,5441,Warszawa (Wola),01134,Warszawa (Targówek),03683,2,350,1.000,82e7cf4ef4fe5080831e25397aefbc5f,78647a99c2a2911d32888531a7a82d54,c3a4b06dfa68c733b7a832deae12a111,5441,Food & Drink,9,01-134,52.2337355994988,20.9645264911819,01134
3952,V,2012,20180801,165733,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,06a543da8a2c0080f194f6534b7fab21,3b373feb91ef7d8f3ac5f20132548b29,17004891d1d951376d2794befda7ef18,IGCFVQ,4.40,-0.01,1.00,0.00,0.00,12,2,2017-03-29,2017-03-29,5499,Warszawa (Śródmieście),00663,Warszawa (Włochy),02479,2,350,1.000,06a543da8a2c0080f194f6534b7fab21,68a2942d99292ee55a79769722a17ca4,9507411c966a95591c0e0498ebf08ad0,5499,Food & Drink,9,00-663,52.2217852574474,21.0052509104602,00663
3997,V,2012,20180801,071811,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,b4f5bd3d3055332511681e290de32cfb,8ecc031bf8fb450d5eb7fc2508b15b20,b67c442e2752152167dc4f555e9eb046,RWDJFD,11.28,-0.02,1.00,0.00,0.00,1,1,2017-07-19,2011-12-13,5411,Warszawa (Bemowo),01460,KRAKÓW,30347,0,350,1.000,b4f5bd3d3055332511681e290de32cfb,4623053ff6f2af0f8061557e2776e60a,86033da51ee81c594ffb72f62e82591f,5411,Supermarket,22,01-460,52.2409894222006,20.9172126101842,01460
4103,V,2012,20180801,185246,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,cf11ffc5fa1d7699459eb1f764496b26,8bef700e9bd3b1668cd3dd4aaabd4e00,a8a1a86b4cacaa5fe5ebc8379e88fb74,OLEAVA,76.91,-0.15,1.00,0.00,0.00,1,1,2017-07-19,2011-10-03,5411,Warszawa (Praga-Południe),04125,KRAKÓW,30347,0,350,1.000,cf11ffc5fa1d7699459eb1f764496b26,4623053ff6f2af0f8061557e2776e60a,d2151479cdb878068423932a54c5b049,5411,Supermarket,22,04-125,52.2333722073783,21.0960463703412,04125
4453,V,2012,20180801,162508,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,0ee6665fd9877e271d3446dd37611d5a,1f130f8a54e93ff2243a78590fc57623,aada232a7e96f5d7f99cb502efe4ef11,ULVINJ,56.98,-0.11,1.00,0.00,0.00,1,2,2017-03-27,2017-03-27,5912,Warszawa (Ursus),02495,Warszawa (Ursus),02495,0,350,1.000,0ee6665fd9877e271d3446dd37611d5a,7e5d3b9929cf51a3c970330865340e09,49f3d0c3c9ac9007153276aedd2e7d1b,5912,Health,11,02-495,52.1912976497454,20.8848375290252,02495
4473,V,2012,20180801,144727,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,beb39838324969814954fb2f5b702cae,88cef6535227c177f739734690783ceb,ff18fa897a6437ff7574298799e02138,MWQOTE,16.82,-0.03,1.00,0.00,0.00,12,2,2018-08-28,2015-06-29,5499,Warszawa (Praga-Południe),04029,Warszawa (Praga-Południe),04029,0,350,1.000,beb39838324969814954fb2f5b702cae,96705c34dead0ce97f0eca27b97aaeb1,5e3531a21bfe45e2acf0e103fb9f5436,5499,Food & Drink,9,04-029,52.2376536051153,21.077848905595,04029
4609,V,2012,20180801,172536,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,b4f5bd3d3055332511681e290de32cfb,8ecc031bf8fb450d5eb7fc2508b15b20,e49bc14b858c857874ba6cef140a14fb,DJBRNI,41.95,-0.08,1.00,0.00,0.00,1,1,2017-07-19,2011-12-13,5411,Warszawa (Bemowo),01460,KRAKÓW,30347,0,350,1.000,b4f5bd3d3055332511681e290de32cfb,4623053ff6f2af0f8061557e2776e60a,86033da51ee81c594ffb72f62e82591f,5411,Supermarket,22,01-460,52.2409894222006,20.9172126101842,01460
4654,V,2012,20180801,075815,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,82ab899b46e665c19775e1ce37ba58f8,867b2809f76298d03f9c1cf829bc874a,3b73e5569f2c2068c02d0aa76650df03,CIZHIR,26.32,-0.06,1.00,0.00,0.00,12,2,2018-10-10,2017-01-27,5499,Warszawa (Ursynów),02792,Warszawa (Ursynów),02792,2,350,1.000,82ab899b46e665c19775e1ce37ba58f8,efb6146a42acce80698361a5bd9b10ca,441419ca1a0f9ec4bd333ffa4f60b050,5499,Food & Drink,9,02-792,52.1439391081458,21.0584320047412,02792
4717,V,2012,20180801,212120,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,ae0b44ac765f3961292fc763f981e9ae,d47e94950b647ba442801fdec721f96a,c5e612b7704b9effd7be982a41520fe0,ISIGUZ,60.58,-0.12,1.00,0.00,0.00,1,1,2017-07-19,2011-12-13,5411,Warszawa (Bemowo),01460,KRAKÓW,30347,0,350,1.000,ae0b44ac765f3961292fc763f981e9ae,4623053ff6f2af0f8061557e2776e60a,c470f39bd8398d61ffe6caf44cad8053,5411,Supermarket,22,01-460,52.2409894222006,20.9172126101842,01460
4954,V,2012,20180801,190430,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,89eca72fe67657d0225449e705029411,0d8636d56e2c204ac818f47ac395abe6,c20521f9725c8a6e19f4b1cf14d231c4,JPKTLY,8.00,-0.02,1.00,0.00,0.00,1,1,2018-02-05,2012-04-10,7999,Warszawa (Mokotów),02511,Warszawa (Mokotów),02511,0,350,1.000,89eca72fe67657d0225449e705029411,21b833cc17f73ecb0c2a171c62c60f89,83e948e51c434bcbdbb759255c65c152,7999,Entertainment,7,02-511,52.1997394246852,21.0256531551367,02511
4956,V,2012,20180801,201648,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,89eca72fe67657d0225449e705029411,15a38390659ae285bd7b03e8edc21905,c20521f9725c8a6e19f4b1cf14d231c4,GNVIPK,8.80,-0.02,1.00,0.00,0.00,1,1,2018-02-05,2012-04-10,7999,Warszawa (Mokotów),02511,Warszawa (Mokotów),02511,0,350,1.000,89eca72fe67657d0225449e705029411,21b833cc17f73ecb0c2a171c62c60f89,83e948e51c434bcbdbb759255c65c152,7999,Entertainment,7,02-511,52.1997394246852,21.0256531551367,02511
5014,V,2012,20180801,170950,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,89eca72fe67657d0225449e705029411,0d8636d56e2c204ac818f47ac395abe6,8a03b591458248b4ebafa96957a416d5,FWGAMS,11.60,-0.02,1.00,0.00,0.00,1,1,2018-02-05,2012-04-10,7999,Warszawa (Mokotów),02511,Warszawa (Mokotów),02511,0,350,1.000,89eca72fe67657d0225449e705029411,21b833cc17f73ecb0c2a171c62c60f89,83e948e51c434bcbdbb759255c65c152,7999,Entertainment,7,02-511,52.1997394246852,21.0256531551367,02511
5061,V,2012,20180801,090818,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,c49ab504b24db2adefb03761cd75edd0,487c2769c5b61bcfadf4200c8dd34176,f5e2d9cb263b05e0522b33f7a5abeaa2,UMOEVR,11.20,-0.02,1.00,0.00,0.00,1,1,2016-10-27,2016-03-22,5812,Warszawa (Śródmieście),00638,Warszawa (Śródmieście),00638,0,350,1.000,c49ab504b24db2adefb03761cd75edd0,fe03852f566bc23c1a4e3085e1abd627,846347ba5de0e563ffc9ad737be1bb83,5812,Restaurants,20,00-638,52.2177759,21.01632155,00638
5062,V,2012,20180801,141955,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,c49ab504b24db2adefb03761cd75edd0,487c2769c5b61bcfadf4200c8dd34176,f5e2d9cb263b05e0522b33f7a5abeaa2,DOTIXL,12.00,-0.02,1.00,0.00,0.00,1,1,2016-10-27,2016-03-22,5812,Warszawa (Śródmieście),00638,Warszawa (Śródmieście),00638,0,350,1.000,c49ab504b24db2adefb03761cd75edd0,fe03852f566bc23c1a4e3085e1abd627,846347ba5de0e563ffc9ad737be1bb83,5812,Restaurants,20,00-638,52.2177759,21.01632155,00638
5065,V,2012,20180801,175432,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,6fad2c376acf213bd1027c82c9fec042,12628b05a9bb368b456d6cc85622bb4e,216d78d8f219215e1a7a4966fe9393b3,TKWYTI,24.32,-0.05,1.00,0.00,0.00,12,2,2018-09-12,2015-12-04,5331,Warszawa (Rembertów),04454,Warszawa (Wilanów),02954,0,350,1.000,6fad2c376acf213bd1027c82c9fec042,92411618d89f0c24979d3b055fd50b6d,b2c52799730485fa68ac417a0bcc82f9,5331,General Retail & High Street,10,04-454,52.2597730081923,21.1618411233615,04454
5446,V,2012,20180801,141043,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,a6838432c82ccbe9137f27bb68d8a434,52f01b67ac06ff872441eb8e6032df9a,381ac40c6ee690348e748597f132a54d,KDQFJV,4.24,-0.01,1.00,0.00,0.00,1,2,2018-05-09,2018-05-09,5462,Warszawa (Wola),01248,Mińsk Mazowiecki,05300,0,350,1.000,a6838432c82ccbe9137f27bb68d8a434,a757c3ec59f0e4b0d9c191be53498f05,942552d2ed549a94e65cedf462cfa3e0,5462,Food & Drink,9,01-248,52.2239608051703,20.9430254886511,01248
5453,V,2012,20180801,191121,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,287f59efeaf63ce59530fbd358ca7c22,91ded5e3b3983fc40c12ed4624cd1377,7f98b2480a04cb798fce0e22d6a77a85,TTHIVC,17.96,-0.03,1.00,0.00,0.00,12,2,2017-03-24,2017-03-24,5921,Warszawa (Bielany),01892,Warszawa (Targówek),03538,2,350,1.000,287f59efeaf63ce59530fbd358ca7c22,297dd75d64bf1ddeb3c75f68fe566052,40f0e6bd49cc040aa6974a614dc65553,5921,Food & Drink,9,01-892,52.2714212012024,20.956764738076,01892
5561,V,2012,20180801,215648,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,89eca72fe67657d0225449e705029411,46210103c1d872007c4993b0c7ad1f71,48c0b7fda7be8a708699528f549f6803,ULXFRN,10.88,-0.02,1.00,0.00,0.00,1,1,2018-02-05,2012-04-10,7999,Warszawa (Mokotów),02511,Warszawa (Mokotów),02511,0,350,1.000,89eca72fe67657d0225449e705029411,21b833cc17f73ecb0c2a171c62c60f89,83e948e51c434bcbdbb759255c65c152,7999,Entertainment,7,02-511,52.1997394246852,21.0256531551367,02511
5628,V,2012,20180801,131005,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,c49ab504b24db2adefb03761cd75edd0,71c217c50d8ecc6a80218c22a7d03439,a6240affc6d6be243d47cdc6f0f1a003,TFIXAP,13.60,-0.02,1.00,0.00,0.00,1,1,2016-10-27,2016-03-22,5812,Warszawa (Śródmieście),00638,Warszawa (Śródmieście),00638,0,350,1.000,c49ab504b24db2adefb03761cd75edd0,fe03852f566bc23c1a4e3085e1abd627,846347ba5de0e563ffc9ad737be1bb83,5812,Restaurants,20,00-638,52.2177759,21.01632155,00638
4815,V,2012,20180801,111455,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,7e398132844de466469f559b268db6fd,243bef2d8cb8ed3169e8ab1b33373268,9e1785327f86ad4a3bea8f5317168acb,EKVWLN,11.60,-0.02,1.00,0.00,0.00,1,1,2017-12-19,2011-07-29,5912,Warszawa (Bemowo),01471,JÓZEFOSŁAW,05509,0,350,1.000,7e398132844de466469f559b268db6fd,d43de399ea57218a858b4341b4ef1558,e5b590993729b11efba4a0c6618f9df5,5912,Health,11,01-471,52.2421884097001,20.9011301295621,01471
4837,V,2012,20180801,213356,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,e3426b09541281c9149e7ed27a8260da,0c28bb98cb6ef0c7960f515be433d588,c45bc641cf059904b69fcad671bbd83c,BSACBZ,55.92,-0.11,1.00,0.00,0.00,1,1,2017-06-20,2011-12-16,5411,Warszawa (Ursynów),02796,KRAKÓW,30347,0,350,1.000,e3426b09541281c9149e7ed27a8260da,4623053ff6f2af0f8061557e2776e60a,7343754615ae9b5123db576cd5826385,5411,Supermarket,22,02-796,52.1351370622917,21.0697737987429,02796
1497827,M,2012,20180801,072832,20180801,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,bd61b1410d2cb4523a0e32b454a083e1,3ab2444d9bee5bc4bc24c9c6c8e8d249,b1ae4b0c12b8290db8d7d8bb7168aa10,SKGYJU,22.61,-0.03,1.00,0.00,0.00,1,1,2016-03-23,2011-07-28,5499,Warszawa (Praga-Południe),04216,WARSZAWA,05077,0,350,1.000,bd61b1410d2cb4523a0e32b454a083e1,71f644daddda76ef32737ef84ab5d14d,0b4dcd7d7ed9b477e2967453400fdece,5499,Food & Drink,9,04-216,52.2399154916887,21.1217592785272,04216
1497828,M,2012,20180801,170333,20180801,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,bd61b1410d2cb4523a0e32b454a083e1,3ab2444d9bee5bc4bc24c9c6c8e8d249,b1ae4b0c12b8290db8d7d8bb7168aa10,ZADVVS,26.24,-0.05,1.00,0.00,0.00,1,1,2016-03-23,2011-07-28,5499,Warszawa (Praga-Południe),04216,WARSZAWA,05077,0,350,1.000,bd61b1410d2cb4523a0e32b454a083e1,71f644daddda76ef32737ef84ab5d14d,0b4dcd7d7ed9b477e2967453400fdece,5499,Food & Drink,9,04-216,52.2399154916887,21.1217592785272,04216
2869139,V,2012,20180802,181507,20180802,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,1c48bce66809eef2600c65fffcf1f414,42d4abb5df22cc9b007acbb41d494f2d,0b579d9f16fed1294e22af9df41f56f8,HVUIOV,24.00,-0.05,1.00,0.00,0.00,1,1,2017-09-12,2017-05-23,5691,Warszawa (Białołęka),03144,Warszawa (Śródmieście),00120,0,350,2.000,1c48bce66809eef2600c65fffcf1f414,60678463f40f841515c76c98b342a93b,a85e7afcfddd2d1f69a043e8d5f5a26d,5691,Clothing,5,03-144,52.3268547446784,20.9468823667982,03144
2869162,V,2012,20180802,200234,20180802,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,bd61b1410d2cb4523a0e32b454a083e1,3ab2444d9bee5bc4bc24c9c6c8e8d249,ea7abef2bb44e201d018175ab0dd195f,XCSFXK,12.31,-0.02,1.00,0.00,0.00,1,1,2016-03-23,2011-07-28,5499,Warszawa (Praga-Południe),04216,WARSZAWA,05077,0,350,1.000,bd61b1410d2cb4523a0e32b454a083e1,71f644daddda76ef32737ef84ab5d14d,0b4dcd7d7ed9b477e2967453400fdece,5499,Food & Drink,9,04-216,52.2399154916887,21.1217592785272,04216
211,V,2012,20180801,094132,20180801,1,1,0,A,NULL,NULL,NULL,07,NULL,I,K,S,US,789d7c29611fd6901ba6c57a29a690e2,a44b2c86488b0c0b8e16f6c502ad7e48,a4b8812a92fb5f2fdfb70360afc289c2,BHRPBR,294.23,-3.24,1.00,0.00,0.00,1,1,2017-07-19,2012-03-14,5411,Warszawa (Wola),01377,KRAKÓW,30347,0,350,1.000,789d7c29611fd6901ba6c57a29a690e2,4623053ff6f2af0f8061557e2776e60a,beb35e70ac0ed8be0dc3afc4aa4c7932,5411,Supermarket,22,01-377,52.2196891964885,20.9180283082746,01377
477,V,2012,20180801,122852,20180801,0,1,0,G,NULL,NULL,NULL,05,NULL,B,K,P,PL,e61972db00c12e17e8559d7b476c6f14,3ce645f567a5833c2be02cdacb2afeb7,39faceb88f37126b291c8438dae150ad,BLRFUI,34.24,-0.10,1.00,0.00,0.00,1,1,2016-03-29,2011-07-29,5699,Warszawa (Mokotów),02513,WARSZAWA,02513,0,350,1.000,e61972db00c12e17e8559d7b476c6f14,f25662ce15bd4f2dfc4824d9a91bde76,a00a31e2b7f6e994973e6cac70d92b1d,5699,Clothing,5,02-513,52.2050447947769,21.0196476735454,02513
581,V,2012,20180801,111039,20180801,0,1,0,F,NULL,NULL,NULL,05,NULL,I,D,S,UA,2c7f46fe10c788741690c237efe40eac,360760381f326644ec142ac5be96be5c,4c744f8b9ccbade5b7c1cf65f817a0fe,MOTAGN,4.78,-0.06,1.00,0.00,0.00,1,1,2017-06-20,2011-12-16,5411,Warszawa (Ursynów),02797,KRAKÓW,30347,0,350,1.000,2c7f46fe10c788741690c237efe40eac,4623053ff6f2af0f8061557e2776e60a,00ff22231139b41b07f859fe91f68b76,5411,Supermarket,22,02-797,52.1453674642614,21.0668310705951,02797
582,V,2012,20180801,110549,20180801,0,1,0,F,NULL,NULL,NULL,05,NULL,I,D,S,UA,57cff8d75209097647252f28b93117f9,346f63a227eec7e9a4edd958e1ef8497,4c744f8b9ccbade5b7c1cf65f817a0fe,SOJEMB,25.83,-0.08,1.00,0.00,0.00,1,1,2017-06-20,2011-12-16,5411,Warszawa (Ursynów),02797,KRAKÓW,30347,0,350,1.000,57cff8d75209097647252f28b93117f9,4623053ff6f2af0f8061557e2776e60a,fbffd1346592982559eefda5c9c346bd,5411,Supermarket,22,02-797,52.1453674642614,21.0668310705951,02797
609,V,2012,20180801,114811,20180801,1,1,0,N1,NULL,NULL,NULL,07,NULL,I,K,S,BY,82ab899b46e665c19775e1ce37ba58f8,867b2809f76298d03f9c1cf829bc874a,4e49f0108d8c49396cc4d1a44a9de35d,JUAWOW,3.84,-0.07,1.00,0.00,0.00,12,2,2018-10-10,2017-01-27,5499,Warszawa (Ursynów),02792,Warszawa (Ursynów),02792,2,350,1.000,82ab899b46e665c19775e1ce37ba58f8,efb6146a42acce80698361a5bd9b10ca,441419ca1a0f9ec4bd333ffa4f60b050,5499,Food & Drink,9,02-792,52.1439391081458,21.0584320047412,02792
684,V,2012,20180801,140051,20180801,0,1,0,L,NULL,NULL,NULL,05,NULL,I,K,P,PL,beb39838324969814954fb2f5b702cae,88cef6535227c177f739734690783ceb,352c0d4d20153b1da2aa28bae7465a1f,EMNBOK,18.56,-0.06,1.00,0.00,0.00,12,2,2018-08-28,2015-06-29,5499,Warszawa (Praga-Południe),04029,Warszawa (Praga-Południe),04029,0,350,1.000,beb39838324969814954fb2f5b702cae,96705c34dead0ce97f0eca27b97aaeb1,5e3531a21bfe45e2acf0e103fb9f5436,5499,Food & Drink,9,04-029,52.2376536051153,21.077848905595,04029
685,V,2012,20180801,204606,20180801,0,1,0,L,NULL,NULL,NULL,05,NULL,I,K,P,PL,beb39838324969814954fb2f5b702cae,88cef6535227c177f739734690783ceb,352c0d4d20153b1da2aa28bae7465a1f,DXUPJD,10.00,-0.03,1.00,0.00,0.00,12,2,2018-08-28,2015-06-29,5499,Warszawa (Praga-Południe),04029,Warszawa (Praga-Południe),04029,0,350,1.000,beb39838324969814954fb2f5b702cae,96705c34dead0ce97f0eca27b97aaeb1,5e3531a21bfe45e2acf0e103fb9f5436,5499,Food & Drink,9,04-029,52.2376536051153,21.077848905595,04029
724,V,2012,20180801,132728,20180801,0,1,0,L,NULL,NULL,NULL,05,NULL,I,K,P,PL,2805d70c4117c40ed3dde9cfe5a46a5e,554f3ba628a9e6260a7bf347f61ed0c3,613f5356774ec25c9da02c372ba3e311,NNSAYZ,35.96,-0.10,1.00,0.00,0.00,1,1,2017-07-19,2012-03-08,5411,Warszawa (Ursus),02495,KRAKÓW,30347,0,350,1.000,2805d70c4117c40ed3dde9cfe5a46a5e,4623053ff6f2af0f8061557e2776e60a,254e662ba88906a3e548c0a7667ffc65,5411,Supermarket,22,02-495,52.1912976497454,20.8848375290252,02495
3758,V,2012,20180801,181525,20180801,1,1,0,F,NULL,NULL,NULL,07,NULL,I,D,P,PL,dd2c7a39dd1f35c74be7e248b2368920,5755e24f498a29950b831f128a33e0c6,7ef0795368ded95347c824bace614b27,HPWRJW,34.12,-0.07,1.00,0.00,0.00,1,1,2017-07-19,2011-12-14,5411,Warszawa (Wola),01377,KRAKÓW,30347,0,350,1.000,dd2c7a39dd1f35c74be7e248b2368920,4623053ff6f2af0f8061557e2776e60a,5576fe7d206a21efa04d27e5f2f4e0fa,5411,Supermarket,22,01-377,52.2196891964885,20.9180283082746,01377
