00-175
01-518
00-774
02-822
04-921
04-920
04-667
02-239
02-776
03-717
00-805
05-077
00-265
02-143
01-793
01-377
01-377
01-377
00-549
02-495
01-015
02-497
02-264
02-143
01-809
02-127
02-930
00-112
01-842
03-285
02-972
02-675
00-140
00-312
01-199
01-875
04-667
02-784
02-587
02-954
02-042
01-887
01-637
02-791
02-777
01-485
03-998
00-385
04-173
01-846
01-871
00-124
02-785
02-384
02-675
02-797
01-866
02-973
01-485
02-685
01-737
01-826
01-961
01-574
02-675
03-984
00-867
02-776
03-126
01-747
01-377
00-819
01-377
03-122
03-532
05-075
03-578
01-163
02-972
01-207
03-987
03-734
01-460
01-460
04-239
01-222
05-077
03-368
04-701
02-685
02-685
04-454
04-359
01-595
00-137
04-713
00-312
01-377
02-675
00-695
03-138
02-054
04-501
01-773
03-414
01-042
00-193
01-797
01-204
00-024
01-318
03-287
04-373
03-114
02-989
02-792
01-865
02-622
03-343
04-667
01-303
03-352
05-075
01-466
03-944
02-930
01-737
02-483
01-156
00-324
00-026
02-101
04-892
00-201
02-654
01-377
01-355
01-377
01-377
01-377
04-302
01-864
01-201
03-144
01-773
01-485
00-062
01-167
02-954
02-181
02-830
00-175
02-796
03-550
02-473
04-767
02-797
00-863
01-927
00-070
01-139
03-481
02-972
00-807
02-798
00-807
00-042
01-377
02-183
01-377
01-377
01-377
01-377
02-956
02-495
03-151
01-377
03-329
00-216
02-920
04-041
03-450
00-784
02-222
01-460
02-797
01-493
00-246
00-707
03-392
03-982
00-301
03-984
01-991
00-710
04-128
01-797
01-222
02-722
03-109
03-286
04-667
03-905
02-367
02-903
01-460
03-922
04-767
04-914
02-359
02-611
00-545
01-928
01-637
01-887
02-758
01-315
01-471
04-392
00-349
04-187
03-474
00-468
01-377
00-013
03-914
00-238
00-113
00-681
03-908
00-992
03-710
03-844
02-797
01-381
02-683
03-188
01-819
01-485
01-922
01-513
01-684
01-864
01-637
02-784
04-401
02-559
00-896
00-020
02-904
05-075
02-582
02-793
02-495
02-560
02-670
02-567
02-819
00-020
03-193
02-972
04-563
03-984
03-242
05-075
00-815
03-289
00-120
01-148
01-460
01-460
01-460
01-460
03-144
01-303
01-303
01-229
02-645
02-645
03-144
02-820
02-684
02-777
02-495
03-984
01-917
00-312
00-312
03-301
01-203
01-184
03-542
03-214
03-984
00-213
01-211
04-928
03-001
04-187
00-544
02-595
02-309
03-687
05-075
03-736
02-486
02-549
04-158
04-239
01-460
01-460
01-460
03-144
03-429
00-732
03-429
01-229
00-430
04-158
01-929
00-807
01-785
02-797
04-414
01-651
04-266
00-159
03-436
01-748
02-567
03-216
00-022
01-858
00-763
04-078
03-303
02-691
02-473
02-640
00-007
03-729
00-773
02-862
00-714
02-554
01-303
01-303
03-429
04-832
03-940
03-838
02-656
02-819
02-715
05-075
00-497
04-036
03-409
01-906
03-144
86-013
00-695
04-175
02-495
02-586
02-258
00-545
00-112
02-495
02-783
01-211
03-368
01-303
00-732
02-326
