PartnerId,Status,ModifiedDate,CreatedDate,Device,Application,InstalledDate,DeinstalledDate,Connectiv,DCC,ZWROT,PREAUTOR,UNIEWAZ,CASHBACK_A,CONTACTLES,CZASRT,DOWNLOAD,TPWOB,anon_Eid,anon_ParentEid,anon_Name,anon_Logo
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX510,PKOEMV,2018-11-02,2018-11-02,DIALUP,N,1,0,1,0,0,0330,0330,0,99763a411c73270aa25911017f6ca72b,bd709ca84f3281ab6c250e0636e5ff5c,4bf6f2c1a417142a61451897c9b6ca54,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX510,PKOEMV,2018-11-02,2018-11-02,DIALUP,N,1,0,1,0,1,0715,0715,0,f6cb0c45a7dc729bc0c5f42cb7a9b303,7d6a3843c7076ab2459084dd4af7732a,c5ad3c21fdd4f506403cfd02a52cb629,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX510,PKOEMV,2018-11-02,2018-11-02,DIALUP,N,1,0,1,0,0,0025,0025,0,66f51216bed0782efecde9435c20386d,670cd32f5086a9700f619692b7142b14,102c1546140437d5e4ceee7a54c21007,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX510,PKOEMV,2018-11-02,2018-11-02,DIALUP,N,1,0,1,0,0,0020,0020,0,47764002b632ebb9a719d277b9b8c48f,9f64f9cffe3b14700fd9e6cff2516182,d740605c1ba51196243c962a5f32784e,242be10812b73ea3b2894dba311f738d
1,1,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX520,PKOEMV,2018-11-02,2018-11-02,TCPIP,N,1,0,1,0,1,1430,1430,0,2ea3f9f108f34366df16100712100fb8,950529d70fd29f02ef3e8882eeb832df,af6fc58a560740083a7592d5f7b89b93,242be10812b73ea3b2894dba311f738d
1,1,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX510,PKOEMV,2018-11-02,2018-11-02,TCPIP,N,1,0,1,0,1,0850,0850,0,a0425b904b920d188289ebbdc3b1b479,9aeb75f6b183c4c8268f773d861baf10,f4a0918c99ce13046a84feabfe46a6e5,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,T4220,PKOEMV,2018-11-02,2018-11-02,DIALUP,N,1,0,1,0,0,0455,0455,0,aece51b90581ef3ef3aaaa93abb0fc01,cf779c1a8961a93e7900db85ea2391ad,42652d6d2b829ef3fd8201a0e5c2e48f,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX610,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,0,2340,2340,0,83ff98aa9b068ba2995b887350bc25a3,84b8889cb0c106d01a9e61055293555a,ae56d68c8e77bf4d1665d7c477fdf423,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX510,PKOEMV,2018-11-02,2018-11-02,DIALUP,N,1,0,1,0,0,0325,0325,0,fce58d51a5dbf02316648c6b2b9d2d5c,d39c0a5ce57c0e1c252cb154ee1decc7,e9d7cd2f478bbe0b228350771da040e9,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,T4220,PKOEMV,2018-11-02,2018-11-02,TCPIP,N,1,1,1,0,0,0700,0700,0,4d03077f45cc6be8ecf0eb797b2e38ca,83cb8f8ca22f8f19056e7617275c8de4,5f99d072ed457683a877d297927e06c0,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX670,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,0,0115,0115,0,5b9cebb7d846334194a8cc9b7e9f6e7a,cc524badb36311a20e5ca4f213a3cfd1,595db02dd14f1d78a7bb4d3747a2ce17,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,IWL250,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,2055,2055,0,59a94d2bfc2a867512ebfe225b50056b,614d6ee237e85c76f9f2ff2b440c6fe9,5bc8870ff6857c3bbafea77cd1df279e,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX680,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0300,0300,0,5c792afecedf45353a1f73f8d4835a2f,c15a85aa0e382d28f31891637a7f2572,5733ca1fcfb5c6904eb291a16c7dcf73,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX510,PKOEMV,2018-11-02,2018-11-02,DIALUP,N,1,0,1,0,0,0535,0535,0,e58ec11274b8e86eb0f39e6c494bda3d,c0afe9c337db9c92ed4ffbb2273d1de3,e50c4ed8379f51016dd56579d56feeeb,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX510,PKOEMV,2018-11-02,2018-11-02,DIALUP,N,1,0,1,0,1,0610,0610,0,e2f55425389482ab9fb00d5e17c8cc6c,634b1ffd80c7b1ee5736abb47a4d3038,339c228fa67b3404fc75bc7bba39f1c1,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX610,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,0,0310,0310,0,e45b3b6fae86ff417ff03d130e90b93f,3ef1f4ee8ea4718daf6d94041f07321d,71bad173378a909e0021c7842be21df2,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX520,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0310,0310,0,2e7af76d80e1acac645c5b618bc86d31,f2673e0bf892fdbb8ceb7751ddbaf07e,667d5ece5edd85f0f4594f4ee5429ed5,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX670,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,2105,2105,0,95617cae5215ba9dc27131ecc716fe85,069af4b095c28811f40e37e86d47889f,a8ac05af962fa92f208679129849d482,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX520,PKOEMV,2018-11-02,2018-11-02,TCPIP,Y,1,0,1,0,1,0150,0150,0,8a40d7a792157a57dd3d573c56f18f70,7ced1dac6649d5045fc2b1397ee0af5f,fdcafd47100c313adc782a14e25c6df1,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX680,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,0,0400,0400,0,9f24885ea270ebb0917d13a2c4f3b3eb,8f495f2885c2391167f7ef276ad9719e,3c2d92c37f6bf5ca0dac9710a9289bcd,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX670,PKOEMV,2018-11-02,2018-11-02,GPRS,Y,1,0,1,0,0,0840,0840,0,0daf21eb8827ac984b019bfb97a6ad7a,193109505656cd15122758eaf6135712,9f3c5229db55645bb8f4db8b1e80e81b,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX610,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,0,0720,0720,0,df8d3f9d67cc12136578b7d193c0a235,e1b93ca8dc1affbb8f8cd314263da514,943eecff8f802b75364e6a23f8c70815,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,T4220,PKOEMV,2018-11-02,2018-11-02,DIALUP,N,1,0,1,0,1,2150,0110,0,b9697260a8ad6a73e4e750844234fbce,31eb5dc230622736e3bdb68b5bccb000,d7ec10d08e890525c720fa34206d7447,242be10812b73ea3b2894dba311f738d
1,1,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX510,PKOEMV,2018-11-02,2018-11-02,TCPIP,Y,0,0,3,0,1,0111,0111,0,cf0fbb1b60fce7851745fba13df3395d,cf9d534804e511b618c8f6c92a549999,587c00b42d646d10ed1a52b36a81a0a5,242be10812b73ea3b2894dba311f738d
1,1,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX510,PKOEMV,2018-11-02,2018-11-02,TCPIP,Y,0,0,3,0,1,0046,0046,0,658217bb3120ce6b71f929bdf0d83aa4,69b80879961e9664691d45be23e8c36f,19d5216eafb282900af0549a6b937e30,242be10812b73ea3b2894dba311f738d
1,1,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX820,PKOEMV,2018-11-02,2018-11-02,TCPIP,Y,0,0,3,0,1,0620,0620,0,00751ba46de3bc25c19ca70e5876087d,be72078b1b29fb024681e2a1d1f4bbd3,dc3bced17189f01dae48286950805a88,242be10812b73ea3b2894dba311f738d
13,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,Vx510G,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0256,0256,0,8b8f291d80c1e0ee250051b9c903e1ac,bacd736604f7ee33c3e8d7411ff7b6f7,397424b21d661d8b5379ab35d7c0d5a4,71127801ee49951e1b1ac6b473e19b1a
6,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,,,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,,,0,5457eeef768ba97b636bf6c481bf9bca,2a6088a385e45c94f470b81f5ccc5301,339df2552d970667d692ad77869324b6,242be10812b73ea3b2894dba311f738d
1,1,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX510,PKOEMV,2018-11-02,2018-11-02,TCPIP,Y,3,0,3,0,1,0101,0101,0,6f2fc7e5e2f9ec63b804c1fa5133b40e,8474356e56821b604fe17993539eb698,9a53bb493c395f5fafcc7ae4ecb4d795,242be10812b73ea3b2894dba311f738d
9,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX520,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0156,0156,0,acf19b0edd361d91040209353cd8db9b,6fdb548d3677b2ad79fa1814f85afba8,1e1e48914d085863152c6b7cb725dabe,242be10812b73ea3b2894dba311f738d
13,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX520,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0050,0050,0,e13f76a130225be0cfacaf1713ddabdf,943b12110f6bd98316d60fe72cf022db,558eea0eb63c78937e3b6723ec6e6396,242be10812b73ea3b2894dba311f738d
1,1,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX510,PKOEMV,2018-11-02,2018-11-02,TCPIP,Y,0,0,3,0,1,0032,0032,0,498cc23d202ce35ff961b6834aad26e8,05e983ff724750b8e7768b705ce4d4f8,80aa980420c68c6b72bca7e529ff0031,242be10812b73ea3b2894dba311f738d
13,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,Vx510G,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0000,0000,0,8fdf7a0042609f57e6bb026fad019f21,fe1c16c751f45144e31aab02a46054ec,50b254d5594ab175c0d953ff20294454,242be10812b73ea3b2894dba311f738d
12,2,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,Vx510G,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,2,1,0458,0458,0,71b3608641cdb65f10bc9ea91d45c44f,7c3925fd39c36dc17c8dd8cb14bfe6f1,ad198d60c193a3642e2c4d87822e43c1,242be10812b73ea3b2894dba311f738d
9,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX520,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0152,0152,0,81944a163c1e36c014bf6a62191f4f41,7b1278d907706eacf8c3c09ef49f50cc,a9433830a1b4d0cdf85cdd77542b8ced,242be10812b73ea3b2894dba311f738d
6,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,Vx510G,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0447,0447,0,44a55fb58b3cfa92d6bbadff53d251be,8efd34db158c88c07da287d695ddcd0b,877c4f83fece96dd8e0af61107307dd1,242be10812b73ea3b2894dba311f738d
13,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX520,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0220,0000,0,38e2d4ec85d733a78c628f292cd843eb,59251783866d087c02641f47615090af,6b320cb5d8cc3ae6b5b0d05851d5cc8b,242be10812b73ea3b2894dba311f738d
7,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,ICT220,PKOEMV,2018-11-02,2018-11-02,DIALUP,N,1,0,1,0,1,2240,2240,0,48b3175b619deee06644ee81badd70b4,2a3d93121af42fe613fa171769efafe2,10d2a0cf5678cea4f62507033502ed8c,242be10812b73ea3b2894dba311f738d
9,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX520,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0218,0218,0,bfb46b461876016e23521b56834a4924,3d4e77f2ef2aede2376a095a17dbe718,cdeec21cf278090263bd38b37617a094,242be10812b73ea3b2894dba311f738d
9,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX520,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0454,0454,0,af6eab4f2edbb78fc8a08f7206adcb57,78b024daea664056afc5385558729bfa,649343a1319e81da17d31ca89abd4023,242be10812b73ea3b2894dba311f738d
13,2,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,Vx510G,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0154,0154,0,e10e56fb23f9bce88e79f9ed0a8eb160,10b35d939fa6162089329c3d11499bd0,5a155632c8b824a08a79f95d412ea076,242be10812b73ea3b2894dba311f738d
1,1,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX680,PKOEMV,2018-11-02,2018-11-02,GPRS,Y,1,0,1,0,1,2205,2209,0,2409610467b97cd8bf0c1acf63a8fc1d,3a248329ebb7a4890592453791cfea88,2df53078edba9291e19ac7d8a1244fab,f87aa34acb60d97c68e67424d090d36f
9,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX520,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,1,1,0,1,0057,0057,0,b7e2748aa29eb25a03eb8eaf0684aad7,c54387cb2fd902eef51d4e843f9b6e05,e4142b046443b7e25efc5c8d9a2b55aa,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX670,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,0,0010,0010,0,5c4ddf69e0c28afd39d6e81aa22ae1f3,ce9adbb23f75ac4a355088a0dab7fa51,f8d0b0ac6482607bfcadcc08a9634b0d,242be10812b73ea3b2894dba311f738d
7,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,ICT220,PKOEMV,2018-11-02,2018-11-02,DIALUP,N,1,0,1,0,1,2100,2100,0,d92534a7a04474ba423879b1eda0ba8b,34b1b1ca18fa2f72af6f8eb594c4412e,caa8610d761dcdf0440c792aff54d865,242be10812b73ea3b2894dba311f738d
6,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX675,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0107,0107,0,ab92346243b26224a30c588cfa6882c1,fb98b1e2782cd674814ebe7fc65ee0ad,c0a03e551b5e64a1369685a1ddd4fb54,242be10812b73ea3b2894dba311f738d
3,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,,,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,,,0,814a8390f704555ef57b05a3cd82435e,328fbb5989d4f44026f0fa823f53f887,50f4435adb5d9731d574fb1a35b00d74,242be10812b73ea3b2894dba311f738d
6,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX520,PKOEMV,2018-11-02,2018-11-02,TCPIP,N,1,0,1,0,1,0434,0434,0,263575de171143893e6ad4047048756d,51100b5378ead9a09c304dedc2401f89,ccd030a28bbf80739e731ac6f624a565,242be10812b73ea3b2894dba311f738d
6,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX670,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,0,0040,0045,0,20a442c13d2b9ec23a697cab255c5089,3d0515e4b4b1570d6b4db5e15cc0034c,8365e00634868e4e85c7e109556c92c6,242be10812b73ea3b2894dba311f738d
6,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,Vx510G,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0427,0427,0,56350a5e3809b53ae1010077705bbceb,6445aefb274acfc5d37a70d1169894ae,36688c75bfbb1ea1c0933defe0db1d27,242be10812b73ea3b2894dba311f738d
12,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,Vx510G,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0351,0351,0,8905a3426e120d80a17fd243299fba5e,18d2d618601379489ff80f94e55029a3,971c1c62af10b553fc108794a0597486,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX680,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0155,0155,0,6d0d2329c6eb8fb5c2364320ba62dc63,72e99e7b70c32ec877d6739d3c871aa9,98fe17fbdddbf84bccfec77fe912d4a0,2b3bbf643d17982cb1c1f6d9d0e2ef94
6,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX680,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0350,0505,0,c271894818e7b5f0bffe5e56f27e5e7d,a25e0cc055c35cb3a8d9196e9fe3fce4,88b32f68e1126b59310fc5a052f186b2,242be10812b73ea3b2894dba311f738d
13,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX680,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0104,0104,0,1ea4cda26bd2f310c090017e2e7cbca6,c0aef428cd0af6032427f313baea71dc,01cee9cc1d52fc44142b29f53fe16db6,9490ca016be4f26406d5f54847923a5e
6,2,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX680,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0324,0324,0,c9e2f5a20ff95a372f0a7a2f16a359ce,03d623600ae34eb8370b7c0f497c5b14,2ca010b77ad878edcd77ab07870ab54e,242be10812b73ea3b2894dba311f738d
7,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,ICT220,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0316,0316,0,2298a53c718137ec89b64a5046f2892c,84cc1e4258f6ac1e556c97871acf4f8b,6d3c6483a8c4aba4a66d2dfdc8dae129,242be10812b73ea3b2894dba311f738d
1,1,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,IWL220,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0150,0150,0,e0e4f9c05f49f0a28dd770f37cc26bb7,7132c7b97324dc955c6c83680fd6ce24,c9191269784729cbc5a93520619008d1,242be10812b73ea3b2894dba311f738d
13,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX520,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0110,0110,0,c5ae44ef862d26a41e6ce505c0e815eb,5cb3f70b012f62f3a42879348d04841c,718a493cf62bd684797a11aaf1f876e4,242be10812b73ea3b2894dba311f738d
6,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX680,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0446,0446,0,b381fa8795776cfb1437ed16738e345f,0661ecda03242114b14502069abaace1,8b0956c247cc30408575b7e8c76ad33c,242be10812b73ea3b2894dba311f738d
6,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX680,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0230,0235,0,3fdc794929ea9549637974ea1523ebf7,695bc22691fcf74fb63d8b6ee4b33ed6,06c053463ce5aa75cfd4b7d920b79a09,242be10812b73ea3b2894dba311f738d
6,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX680,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0529,0529,0,9b8b568cc8f8ed3363c987ab549e54e2,7235e3c209496789da5757e1055c6261,0bfc9bcbf9f703ae146418ab04d070f8,242be10812b73ea3b2894dba311f738d
6,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX675,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0304,0304,0,25c0c7a497078e00919baa9fd4429d7b,d1d80927f8bc0cba82e85a61bdb1d24f,571c1b8031fbf1dc7b005e27667d9dce,242be10812b73ea3b2894dba311f738d
6,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX680,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0059,0059,0,2a01e201d64c6757eeba2996de5554bd,76044d785d8abff30226f6ee458e4709,18fe1bdac7d512e0cc900126fdef676c,242be10812b73ea3b2894dba311f738d
6,2,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX680,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0433,0433,0,528266e132c10b86853eecf31aeba8e4,e7356efa5c0bf3312881116e1bb0d6a5,171502c221682c45fbe95bbcf5cc6819,242be10812b73ea3b2894dba311f738d
6,1,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX520,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0304,0304,0,503cd7968594ed32ecde1f466d53dad5,2f315dc82a689ff04b671faac22068c1,a2ec00ded72589c0ad0a9ca4658d71cb,242be10812b73ea3b2894dba311f738d
7,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,IWL250,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,2348,2348,0,d8c83a22bffa29e9ab86d49b81aae274,78d6230e0e8e45f8f344166cb1161e23,c8b0edfe083e715a6b10f541377bd6a4,242be10812b73ea3b2894dba311f738d
12,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,Vx510G,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0458,0458,0,80ef7f40c0272ca4559d39a33dee61ac,af2a8a084e58c11957d8d39ca035d825,a767159e06551a4950a06e84df674fe6,242be10812b73ea3b2894dba311f738d
6,2,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX680,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0558,0558,0,56b65244bf1efa87f7f9e616b75a200d,58eb69339c62bc4d35310d4f242558ed,fef50249a9048b179b36170c6e4f0be5,242be10812b73ea3b2894dba311f738d
7,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,IWL250,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,1,1,0,1,0015,0015,0,b1db2bcb6916d67e4695d584d6d9f16f,2c23864a9e68b2154d4922e767d98886,6ce94b8761321b50af4b4c1e04171a4d,242be10812b73ea3b2894dba311f738d
9,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX520,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0217,0217,0,31fd24492e6bddeebb970d9bf577da5d,c99b6e57510128ae34eb01935fe6accd,94128d1418d29611350ce3c9e79afb4c,242be10812b73ea3b2894dba311f738d
6,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX680,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0125,0135,0,f20eadb10dfb58c7ef64fb596a9bea8a,738ad06aa70bbed348996def41fabf47,25f701526655210a5c68fbbdcc35fc99,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX680,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0300,0305,0,3b4db16768f1cbeae8f05ece40e73db1,aa0c3fcdb486ccb26870aaf911023123,414a8a3395a22806b1ea27039134bbd2,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,IWL250,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0455,0455,0,ade15be4fad866654180969314732093,46c1b494269f27166eb0e2df10ed1e4b,306c69671ec400169c147df804b7300a,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX680,PKOEMV,2018-11-02,2018-11-02,GPRS,Y,1,0,1,0,1,0310,0310,0,040eda2793445f54d8bbe07afed1bb95,ea5b4a137266e65370806c0725c2c964,08c02a26d1bcc74fb730c82294a966fb,08c02a26d1bcc74fb730c82294a966fb
13,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX520,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0008,0008,0,ce892887f408ac6bae5c80543fc9114e,e8e5dfe80bd0a369c68eba9a052e20b0,8996ec6c142311725953e18100df8573,242be10812b73ea3b2894dba311f738d
7,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,IWL250,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0316,0316,0,fd193c8eec0d6b6f07f4651b694030e9,7f08252b2bc858e7c59a0ad53404aebb,b23b87d78f74b4336cc785c3f672972c,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX820,PKOEMV,2018-11-02,2018-11-02,TCPIP,N,0,0,1,0,1,0205,0210,0,7eefe264f379027b075647e8e1db38ed,aa5b44354c3fe8199ca39265a8e906ab,c897a8b35433d171ef0aeb2b6084a407,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX520,PKOEMV,2018-11-02,2018-11-02,DIALUP,N,1,0,1,0,1,0255,0255,0,26dd0dfb222d5a91b70aa32db7cdd346,b8f278a7544b65cb635002c66a3487da,99d28e15ad7f93690330d8001900a1df,242be10812b73ea3b2894dba311f738d
6,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX520,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0058,0058,0,272c29c576b9034da899e9c4bdc4cc9e,f4f3b7b4b2c6418399a50abe60463be7,1dd3c28d08f2b8fb9634c24875ed2b37,242be10812b73ea3b2894dba311f738d
6,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX520,PKOEMV,2018-11-02,2018-11-02,GPRS,N,1,0,1,0,1,0104,0104,0,8b9aaa924c12941f3af08f9d72d029ff,4da0910a1e947d5c3cf6fa65c72dd5b1,962864573695e715de7480fdeb15a6aa,242be10812b73ea3b2894dba311f738d
1,3,2018-11-02 20:00:00.000,2018-11-02 20:00:00.000,VX510,PKOEMV,2018-11-02,2018-11-02,TCPIP,N,0,0,0,0,1,0000,0005,0,21ab083702a6808343267ffa12ecaf20,d5e86e8a15fc736efe6da20ea14c3e5a,e2c2639ce4877627d992e71a235a1086,ca86c1e7565e029677a09b744f409009
