Segment,KodKraju,Miasto,KodPocztowy,anon_NrKarty,anon_Nazwa,anon_IdKlienta,anon_Plec,anon_DataUr
01,PL,WIERZBICA,26-680,d56b6c1b35e784659abf0ea804ab8a40,402bd777149c0295026f4a5a4268874f,a5c6f4a05588e635f28784267237e135,M,1991-01-13 00:00:00.000
03,PL,RADOM,26-600,59ecc8aaad2a6554a89813bc675a8a39,7e4e5d88adb7bdc4d4a0d38f684dadad,ccef0fe229d326f762f73df3e4a5a531,M,1968-12-30 00:00:00.000
01,PL,RADOM,26-600,51f490de87a698c1fe1a655e8a753f83,2bb96e60cfc972c5939d09322c5a2449,74ee03d87e6585ebb8a38188526e60f6,M,1986-01-20 00:00:00.000
01,PL,PIONKI,26-670,d0cc2aac5a8e10b2478205e6e7478c0f,41aca22a4aee7d9c329be84a9bff0c78,6697cc42c57493396970af61de857362,M,1962-02-25 00:00:00.000
01,PL,RADOM,26-600,f830e673dbad3485228276df3420ff7f,29c2baba89fde779c2bb30a32510e802,32b06634d7113e1abc7908a52a583083,M,1991-02-05 00:00:00.000
01,PL,RADOM,26-600,0589eba9ad12324802fc1853a5032107,829c1996ded7d2cc9a0ff9825437a48e,29fa55a68f7b1f11eb6b0df0f6ec0e82,M,1987-04-29 00:00:00.000
01,PL,RADOM,26-600,5fb2b01c69f5b177ae08dcd30ff19e32,657fe24f4ca5b9a7c4bf97d0529020fc,239e012a85a3e943ddd5230d9daddd17,M,2001-06-24 00:00:00.000
01,PL,GIŻYCKO,11-500,64a02ad026e7f83a04823ebd9e891a6d,2a6fe0c165ddaeb5c054017fef9ed015,2c0130253a055957352784970dec4bb3,K,1959-05-17 00:00:00.000
01,PL,ŻYWIEC,34-300,09a57015da89601334f9bafebf1aa271,788fa7b3f8dface42af3facd875d6773,455d50e5b80152bea144658e1e0c2521,K,1990-07-29 00:00:00.000
01,PL,ANDRYCHÓW,34-120,7d2446cde8ba419b9581c32fe6ec978a,acaf8962833095755d3e034741fed2dc,eb56192762167c4877e5690e91deeffd,K,1957-11-03 00:00:00.000
01,PL,MNIN,26-234,0bec31b61c1c64abfd639f78966dfbf6,da76eedb54c7638a3c456920741c0c58,1043812088385d3731e856d51e1ad231,K,1995-11-27 00:00:00.000
01,PL,KRAKÓW,31-475,21bb3c1f3cb466e9fb04b9632e849c0c,51e424145f0790a41b34ea72b7298bdb,a30330adf87d66642ffcd3e260a23a1d,K,2001-10-11 00:00:00.000
01,PL,SUWAŁKI,16-400,c0417dd608a78dff0e8e1a015836c836,804ba0a4dc3e53f811831a1b675c7223,d4de6a476db6f725d6f7791c1af7b581,K,1947-12-16 00:00:00.000
01,PL,KRAKÓW,30-253,72f4cb42d27680cd6be534b62a347559,acb6596bb5512e23ee7f65f00b5f554e,02805a13daf13e01bda641bc7a5b56b6,K,1961-04-14 00:00:00.000
01,PL,LUBLIN,20-834,e5c600a504709384624121935b8e3a34,3cbd4b7785bb0ee0377ca7e3c4ee4620,5d1fb0b914185f01be9cb2e48049633f,K,1951-05-21 00:00:00.000
01,PL,ROGÓW,95-063,91d1d9b1a0dece9467dfd69f655ec8c0,dec1bfc72ae441942917c7094a950eac,73b4da77f1b2d5a3c5bbffd9ff016bf8,K,1946-05-12 00:00:00.000
01,PL,ŁOPIENNIK GÓRNY,22-351,2cc29c4a304f4d6db78216d34ce886c0,513bbac6db1aa82acdd59367b88cfc9c,67a1f9d1fd22adc1272ec7fad90ff23c,K,1948-02-08 00:00:00.000
01,PL,WARSZAWA,01-354,341c9cb728d7686fe53f79b06babc285,a0d2b1af57850d53042b11a34b93997e,18f0213ecc04e42f870eb35dcc4e8649,K,1977-02-12 00:00:00.000
01,PL,WARSZAWA,02-587,60b10bbaaf5edf31e7b3c53b124f7709,62fb165b1946909f1a0ba525d7e2e5b2,4329e39fb9b7c80550c990ea1c65a766,K,1952-08-17 00:00:00.000
01,PL,STARA DĄBROWA,73-112,cac3c3871648afd6a611b634e8db54d1,57bf362335e469b15ad6e07abd5194f9,791bd36e308c3318f7cae3cc05bfb63b,M,1957-10-29 00:00:00.000
01,PL,STARGARD,73-110,9ad4a6b5212de12cfb70c01e1f38f4c8,0e02a3fed2406c36907e2a6fc977c6cb,7380b747013fd4498dc511f17435c137,M,1957-04-28 00:00:00.000
03,PL,STARGARD SZCZECIŃSKI,73-110,c2989d8eb2733659e55775797353d08d,325755db3246d793959f72c13e41c624,42757f637ffa7ead7744633e73c4a002,M,1999-10-14 00:00:00.000
03,PL,STARGARD,73-110,9c1c8785997db081a3b309d99bd31607,7491718fb164a74fbb9b6a079aa6413a,3e2e7272a07f4ba7ee2e6c0cdb96bdae,M,1955-07-17 00:00:00.000
01,PL,STARGARD,73-110,1ad96453922abaf6bc9df164232bb5ce,f6fccd743440f13ca2db329d18373108,ae5c9a1e5aa3ce46275a42645fe8b835,M,1984-07-10 00:00:00.000
01,PL,DOLICE,73-115,68cae45783922ab117c6b53470ee29a8,50779502d47f9b9bbcb966e9bcc7d7db,8cb065c205c460c9b00d3c1c117f9dc9,M,1990-04-14 00:00:00.000
01,PL,STARGARD,73-110,49e6862a6e3f5435be2e0a84ecc7f312,c080622345fbe4d909d02bcaa7f67b9c,5ea380360cf1c898ad1b8acc0622bf2f,M,1953-04-06 00:00:00.000
01,PL,RUNOWO POM.,73-151,fb3eab8a351b15c9302f18f042dd36ad,a18b9f428696f9eeb5139663530bd468,f0e3b7806a385568dc1c7d7d3f2af692,M,1961-01-02 00:00:00.000
01,PL,WĘGORZYNO,73-155,da40f8050ee4581d331bc9a3df22a3e2,f3d4871de2b2de9323eb3fd873d1339f,746e9809f0e41c58721b027019bfc16a,M,1944-07-22 00:00:00.000
01,PL,STARGARD SZCZECIŃSKI,73-110,aec8e949de5729b3645c4bf6c7d790f7,d1a89f696c82a7d16031ea7d7d3c3995,6142fc8ae8d46e2bcc6e3c1d38665764,M,1986-09-07 00:00:00.000
01,PL,STARGARD,73-110,18434062271a212d0c9ffbcab4dab538,ccdfd39fa3c609264cef5c023b059299,4fd3bb92af4411725a7a8938f15e1505,M,1956-09-19 00:00:00.000
01,PL,WĘGORZYNO,73-155,4f68223aad6a2eda797b08c37575b819,aa9986f1f5e0056887e5a3270bd76614,a4dc1e8f628caed121563fcde372b4a2,M,1975-04-02 00:00:00.000
01,PL,STARGARD,73-110,0d4523173eca43464f55f8313208e7e4,6ac1a8c5df442dc50cb78713b78d612e,95b7870c5749f8138d30b4f1f76571ba,M,1989-05-28 00:00:00.000
01,PL,ŁOWICZ,99-400,fc43dc9dcda8c1a2da3aae2f4eed77c3,2ac53b1bb411cf62c1cdedb8e7efcd86,7a6c834d0df542a658037be5c77e5fc5,K,1983-11-29 00:00:00.000
01,PL,ŁOWICZ,99-400,c372914c1b1c7b38fb066ba1c0da861a,e240701ce71f1c380c7272370b21d530,4f396452be1d8e44c2f69378aa45393c,K,1946-11-21 00:00:00.000
01,PL,BEŁCHÓW,99-418,509eecf7dd6fa6fe5bdf46041f41b14c,a288f866acf9576e4c5274f2523d5183,fd54935d48ce31a63e9479729ae44b2a,K,1995-12-01 00:00:00.000
01,PL,ŁOWICZ,99-400,bbd54456376e15b6ccc964648fd3f809,b9b03ef52baec9fd00e765cc9d13c9c1,2239232c1b46d1831cf3f2a92c04723e,K,1966-01-04 00:00:00.000
03,PL,DOMANIEWICE,99-434,1172cb0268e2df562aa8db96618b20c4,fbb40bf496041eec2ef516b6c4ffca2e,a6163428596d70452f845f85654847fc,K,1963-05-19 00:00:00.000
01,PL,ŁOWICZ,99-400,0c4132407dea4c269224e4808770eda3,20290fa0a6f86f731d9ce99d6d14a1b1,5355b4922dbaec03f718b9c7e429e5ba,K,1953-05-02 00:00:00.000
01,PL,BEŁCHÓW,99-418,88c3143908e931f40da10bb286a34288,10e7267c13eb6dacab224b869c476330,27b180ef5d778bbe94f5ffe62f316102,K,1965-09-03 00:00:00.000
01,PL,ŁOWICZ,99-400,c59ce15f036b4af00821c013b69995db,241bb990f757ddb60bd3fbb4c6860e10,4dbae40868a21551dd0df540bea226b4,K,1992-04-13 00:00:00.000
01,PL,ŁOWICZ,99-400,c97fa62dc2e073dab10bf338a3067eef,f2b5e018207e2f3430c7240eff94a0e1,478218f76a634005ae9c8dde44472052,K,1965-01-04 00:00:00.000
01,PL,ŁOWICZ,99-400,e52ebacb60d0b507650df1acf057d400,32a2e7d906b9c2dbb90b5787c1bc9abb,10c2fed52ea9ad1a29085fdabe85a351,K,1967-07-09 00:00:00.000
01,PL,ŁOWICZ,99-400,23bf58c8c49880e728f350511e378fe7,4e33e413969e6b69c50cff03a36796c8,e22a19311a4832f3cd95762b4ab3d3d5,K,1958-12-07 00:00:00.000
01,PL,BEDLNO,99-311,6bc673a70c50584376ab6ca3743aa218,9e2941d7cee4b048f28c196aae461f7c,7446a44333440c17dd99c63ea09e1b31,K,1963-09-24 00:00:00.000
01,PL,ŁOWICZ,99-400,c7aa098c81ef3d89c925d50873e939d3,1b341c86d670790509164659d0f578d3,9990fffa6e9e63ee42bd53d4e8367d56,K,1999-01-21 00:00:00.000
01,PL,ZAKOPANE,34-500,7ef788d8a3098578bb6979e1db61401b,4d0b5d03345108a636f1b97e77f054da,ef5d3b3dc7ad233ed38c96ba62b9e5df,K,1946-12-15 00:00:00.000
01,PL,ZĄB,34-521,bc528b2f280473b142dbdaa5fc267851,50d685b8c397ac86166f319101676f01,88245a362fe4eb7ee20044ffdc950f0b,K,1950-01-05 00:00:00.000
01,PL,ZAKOPANE,34-500,1ec9bc5a026fbee5d1f45e0113782a01,6d352980123b8a15d4048c4122442b59,dbd024a2e2dd0e6ac054486999385907,K,1989-01-27 00:00:00.000
01,PL,WITÓW,34-512,f447b06c6d3227cc271fa71f96facc87,dfa16f833a7cc2cab6160a06a263fcec,64d875cf546e8854f2600664991b853f,K,1990-03-10 00:00:00.000
01,PL,ZAKOPANE,34-500,351e5668e579a77a5df19a668735cf53,1d320138ab428fcf73f6e5aaaa60ee4d,379a30103b01b071a4408897d85dadb3,K,1977-04-23 00:00:00.000
01,PL,ZAKOPANE,34-500,ab91725c8387d55234c9ece5d6f783c2,e2a9ae939ee1a21b9d1582ae0e502113,44310a659fd7816bd48aa2339d78425e,K,1992-09-11 00:00:00.000
01,PL,KOBYLANKA,38-303,35c5ffc4aa51b4e8b189f780d561c2a3,4d1d18f49cfe8c025247898d35fb97e8,6c22342511a5e0b41ec77b10c6d72a0a,K,1987-03-01 00:00:00.000
01,PL,MOSZCZENICA,38-321,66a2c94eeb668959b04bcb0291bdf4a6,3a36e232c2eae272b91bbd3604e65d8c,1120a83f0125b7857b57dfc02a592893,K,2001-06-03 00:00:00.000
01,PL,KOŚCIELISKO,34-511,24e22f824d3c55922f518e9f5afaa8da,3e07a537338ce934894612c1a5510059,321a91c7f155a11d3605175801c1a1c7,K,1996-01-12 00:00:00.000
01,PL,ZAKOPANE,34-500,d2c966bfe50780cf62fb302259d7450e,6d6b6ce976ce5cb97df74be8621725d5,1f48e6ace96d6f9d3f3d432a8107bb1c,K,1950-10-09 00:00:00.000
01,PL,KĘDZIERZYN-KOŹLE,47-230,031df7771734a889690c809d263794fa,d0d52e2811a1128f9dcda0e6d499f4ce,a9813a292030ebdef5a5c863799a620d,K,1996-08-26 00:00:00.000
01,PL,PORONIN,34-520,9541fbcded88053617c0cc568111fdfd,a9a6ae7a942077844b14919064359156,4bd18c84ae935e1d0d8dc3cd7ca46227,K,1963-01-22 00:00:00.000
03,PL,KOŚCIELISKO,34-511,5be07a17ec940a9015167ffb3d817650,183500a6f5a69b14f85a89859884c9e4,b5ae10e3761c17ddb3c41de399548943,K,1957-02-26 00:00:00.000
01,PL,MOGIELNICA,05-640,1a5c5ac7f18103bfde8f6eb791f596db,90eab1c914f8d5b5df8ebe13044189f0,10c4063360fcab7f2e3d826c2aed5f49,M,1957-04-20 00:00:00.000
01,PL,MIEDZNA,07-106,81a172d581b9146680e2c1ff504114ca,6be61b729256e09d6fbae8b3a5d55c5d,3c3a484d9b297dc931335ee7dc9b0f32,M,1947-04-24 00:00:00.000
01,PL,WARSZAWA,03-126,44cb987624c784c94cb92af44f8b11f2,398b77509f7bddf6b02b69ee901c4893,be482d64cffa2be73d9263bb8e6a93ea,M,1972-03-13 00:00:00.000
01,PL,SEROCK,05-140,ba8c628f9b5c3491f4ee721f2edb6a1d,f2a67e094e39ecaf390224898c1d36f6,de4cbd4c35dad3688ce41e6bc039b8af,M,1945-09-04 00:00:00.000
01,PL,MARKI,05-270,d5c643f08997b6e56825cd1720ac06e1,f75899ede71332f7f8625449085de506,3692a4e98c7e39ea96a7d5ec3e388186,M,1985-06-16 00:00:00.000
01,PL,WARSZAWA,04-171,8c5f38c4bccacfa9fb187958f69ac4d4,1b7e48938b9a6de24f4315ad1ae82d1a,7bce08967501fd0a82ec97a5a12c405b,M,1998-04-18 00:00:00.000
01,PL,WARSZAWA,03-580,c0006b43bfb700f640aeb1bba8235860,98372629bb1373be6fcd0efa4f6127ce,556f2c97be88b4edec57aa8f486593f3,M,1993-09-05 00:00:00.000
01,PL,ŁAJSKI,05-119,94165baed749c46ddd66250cde9e4eaa,0cc10476b06eb55158a71a44c59c4f03,b8b3132be6c1618ce4b28186e441330a,M,1971-09-09 00:00:00.000
01,PL,WARSZAWA,03-486,2770cb8086cc563f3ef63ff7357b3f72,dfd61cd9cf6b0ff7e2de928448b317f3,3b927c2a8882998a9b17cda8606a798a,M,1967-11-17 00:00:00.000
03,PL,WINNICA,06-120,aa20d50aaf0fcba9bb6dfd0825c6130c,a53e525548cab4492b7a05e0e556ae96,b40ae5dc1316f099a218589d7e031fb1,M,1980-01-04 00:00:00.000
01,PL,WARSZAWA,03-252,3504d83e5ed2a9a179a59b554bda07d4,0236c92be361fde8babaff818538d6d3,1e7c23d0d8794684e8ba7c765c73541c,M,1950-02-01 00:00:00.000
01,PL,KOBYŁKA,05-230,94c3948567beedd8a8ee366ada6c53f6,e86af0dc7216bf2b79c40efc729dab40,4b4adabe39df3d45a7ef841ed6dc943e,M,1966-09-30 00:00:00.000
01,PL,ZĄBKI,05-091,f0108e5c70ca924b92f3551ff722fab3,08dc3298d6d9b4711588aceafa99b468,8408600c4ad9ce6d0f5ff668b1c8b5b2,M,1973-03-19 00:00:00.000
01,PL,WARSZAWA,01-562,c4ebd1ab3353f5177630976c21e47922,392ed50311ea64adf35b8885219ebba2,91042cb680015cfab538c24f123ce5ca,K,1993-02-14 00:00:00.000
01,PL,SZCZECIN,71-245,c69708873d82adf9a1b07b915a62d4a6,3d73fa7ed211f4f2bb6f538f8e3e33dc,2897a803140471b5ddf5fdcb9741db0d,K,1947-02-13 00:00:00.000
01,PL,WARSZAWA,02-143,1f9b4011ba7c91a3a595243a14edd520,fe15dc4d62cdbced1f4c25db5892441a,417a5212dfaac763a48ef63ec44bd40c,K,1985-11-30 00:00:00.000
01,PL,POZNAŃ,60-682,27af4ed79b1c674874e983022a2e88ed,16284366ff331c91cd77a17387d9c431,97e0733fd856987622cd0859253e1d80,K,1965-03-04 00:00:00.000
01,PL,KIELCE,25-561,f939bf0e6dcb475a323bf789896015eb,53b31d2b97d3a8a01dbdb0d81c86b8aa,28746b784be55dc5ee9f7c8046155133,K,1996-09-29 00:00:00.000
01,PL,DOBRCZ,86-022,15a4c263f27ff64efa08d8be6ee51643,67e09bcb855e3dff44e80f2eaff95d43,0cce95a133e670e8a53fd6bdef4da6ac,K,1976-03-30 00:00:00.000
03,PL,PRZECŁAW,72-005,a90c3ed4d8294463208deede7be62952,fba88a6f708aba0b66a018a3fff1ba27,87a39e5af837f38ff50a996313d53937,K,1946-12-05 00:00:00.000
01,PL,OLSZTYN,10-259,56ab79a54228b02150c2545c0c56b687,c88573b3dc6950a34547b7b72e060436,c56a9af1b8abe1cc6d5190adba33a669,K,1970-08-24 00:00:00.000
01,PL,WARSZAWA,03-128,c1f05be2a7c362f51a740e2512b47bf4,ff57381ea1ec33fec7b5b3d28bee784f,869c3d6379236f961eb08e93e90dfd8b,K,1958-08-03 00:00:00.000
01,PL,KOSZALIN,75-201,6457defd4612619df8877bd2a34f30d2,8a2c6def8db70a7473d63aaf5261e7be,5f4100277172e1d11e12f0682e524f16,K,1950-11-07 00:00:00.000
03,PL,WARSZAWA,02-790,189b0c8adba0b3015bbceaf7d6307014,33de61543205a8d91b9b4343109a1563,eb4d05c1293f6026b88ada9be70f3d41,K,1981-08-28 00:00:00.000
01,PL,OPOLE,45-353,08fe32e40b5246fccb46cc9527c4b6ec,ef335a69144cbadcd1c2cbbcb2e36841,4168c8539262d606c45f5490f34dce5b,K,1977-06-16 00:00:00.000
01,PL,SADLINKI,82-522,8f7e18316662fcb7b9043d771afa5ebd,a2fcc7fe4e64355cbed53f1c4a942ebe,120e610bb888204555a3bff299b599ba,K,1944-01-19 00:00:00.000
01,PL,ŁOBEZ,73-150,51f7f5d75f8f2103149fab338116dfd9,3a2e491d3485163f0df3edbcbc004e91,e11cb0ec4418d447d356aceb3be227d7,M,1952-05-12 00:00:00.000
01,PL,DRAWSKO POMORSKIE,78-500,d60d7f24f2979f0756494bc264dca07d,643b20a63b9ed85433e9ab52b4baca4c,e7ea980d7f48bb1e9cf0523a4b5724ea,M,1968-04-24 00:00:00.000
01,PL,ŁOBEZ,73-150,48b305592f950599c57faff501096b32,75b18f545fe9cc837d01e2678111a706,6c5c1d98a6849d01fabdb756300a181e,M,2001-03-22 00:00:00.000
01,PL,ŁOBEZ,73-150,ac12e8852dfff4d9420ccbbe7418da3a,21aaaeb4ba1f84b7b6fd3501afd50c21,9741601b12af66b42830e86f6f3b8b2f,M,1993-09-15 00:00:00.000
01,PL,WEGORZYNO,73-155,02c5bcde33dbaf84a406e26417c2999b,b3251f8b87ae2edb9ebde13abbe490e2,c249b467b92b2ae2109d1e6e313f1c1b,M,1964-07-25 00:00:00.000
01,PL,DRAWSKO POMORSKIE,78-500,912bdbcb0ac53e3ae3c91e1b272bad25,291eba605022bbc652c95e88e6df52ce,065c27cfdbe1c8cdd3694fb192ad42c8,M,1977-09-10 00:00:00.000
01,PL,DRAWSKO POMORSKIE,78-500,44f8a1902e5ed9bd1b3fda40861c2241,2228fa69ab03cfb7d57298523eb06fd1,58e9b95a6e780c139b7ef0e93c9c942b,M,1957-10-02 00:00:00.000
01,PL,ŁOBEZ,73-150,d26e4dcebe9537f34a513c18149d784e,f4f606d763867777211dd306a9fdd858,ca94ed9b8ed60982faef0c29f74d3a5a,M,1991-04-04 00:00:00.000
01,PL,ŁOBEZ,73-150,0f96cdd724ce59abc869edbbdf1a3e24,58e26d99e05ea293ccb5549c46eb5d72,b31c119fd81c077d0d069a396ff82693,M,1998-05-17 00:00:00.000
01,PL,ŁOBEZ,73-150,d9d62459bc43c6d9fdde59cb04bbdbae,778e70f21bbc6c6bdeab5be3269fafd2,1ffaea29280be76f741ed9bafa8c9ef7,M,1975-08-10 00:00:00.000
01,PL,ŁOBEZ,73-150,e0ddecfee9aa53c3fb915b6efecb3e88,917aa07b6483184e771b082830e48fac,49fcdb5182b4d7f889a83b940b861be1,M,1970-04-16 00:00:00.000
01,PL,SZCZECIN,70-450,5c0ff63858d18147b0411300a446d965,a59a5d56023842968cb93185fc8cc395,6d24d95d1eeb10e39abac6a3ecf7850d,M,1972-04-29 00:00:00.000
01,PL,ŁOBEZ,73-150,f7d508589f7388d6b9ecbe869430b2ac,efec30cc1959d93326150a3bf0c970d5,6ea6560b8f6fd20cf9de531460ba2494,M,1991-08-25 00:00:00.000
01,PL,ŻYCHLIN,99-320,9a7b680f00d4e932bf6f49fcd2fe2cb1,b7e5228e58d1823f418eef0f5d25e3a5,49cd57644e4af6f8d8b637049a2ae71e,M,1992-11-10 00:00:00.000
01,PL,ŻYCHLIN,99-320,f9c79cfa4a759bac0f3091abaa5c265a,d42b3128dc32a36a24ac1d5764ff5a4f,1986452d4b5276e3a996a1fe109db5c0,M,1989-12-16 00:00:00.000
01,PL,ŁĘCZYCA,99-100,0ab081560ad5a4a34a431f8e47adfcab,dcac6698787fcd288fc639f5378b60af,2214fe2ad2fd66031a5c65763496d7a4,M,1986-08-05 00:00:00.000
01,PL,OPORÓW,99-322,11495a5362e7e32aed338aaf90bd37a2,a2fe4a9ec5e6a4f1ff946738622a49f2,cd8eb4f1c18677f855a75407729055a8,M,1951-12-12 00:00:00.000
01,PL,KUTNO,99-300,5a846d432021d61d375da48546e6fe87,b6b91efc212946f1c8830f420c57b922,ae15c6be9c7cd87ec593e9d3fe1daf4f,M,1997-03-10 00:00:00.000
03,PL,KUTNO,99-300,92cd69da0bb7da0da425147acd232198,21f893ad5561e5c06cd719c9df44c330,5a1ff3f2b952096fcecc9a517bbd9dea,M,1977-10-09 00:00:00.000
01,PL,DOBRZELIN,99-319,5eb21e8d277481c75afbad0f67ca9afa,7ab258db6f2cfc279a8d2ef8bb661a76,8245fc2ad10a293ce9de7631672b1ff6,M,1953-08-28 00:00:00.000
01,PL,ZDUNY,99-440,171519fa65db3ed1c91c7f911d53f595,e89ad48f649ef56d16f540f0da04b383,755a089a2b69d86ff312a1ca841aef4c,M,1944-10-22 00:00:00.000
01,PL,KUTNO,99-300,808f0ecc3274a792f81006f99855293e,05fef092793c0ebbecba89f644d2e01e,2fbccb0094996ed30d03cb22f047c244,M,1994-12-13 00:00:00.000
01,PL,KUTNO,99-300,6d97a8d954857af981e1eab1cd32cf47,1ef4019e1f253d51983b8ec8e7409495,28a8991384d91666d04d5034e0346539,M,1982-10-28 00:00:00.000
01,PL,KUTNO,99-300,9414550e8b22c9a087ad24319a701752,e62a8341507c085acf1878cd3b6298c3,80633e9cbc701fff288df07fd93f9ce8,M,1971-05-24 00:00:00.000
01,PL,KUTNO,99-300,0e67fdaf4e56740e2c5288862619bd64,2a15f48fa3439155f08c1bb007831dd9,35a7afc262f413747c4a739e5c0eb3a0,M,1977-12-11 00:00:00.000
01,PL,ŻYCHLIN,99-320,32f07633f0f04172f0bfacd07655fba2,f07ddcb402fb987ec7b08820634f2c71,7051af12fccb0797a75b6b068f089123,M,1955-05-22 00:00:00.000
01,PL,ADAMÓW,22-442,e2c677a96950cabc9101a19909c0e300,929edf1ae62a2d161351d46d8a3c03d7,2818e6335dcc04a7882b9194c8274d77,K,1985-01-09 00:00:00.000
01,PL,ZAMOŚĆ,22-400,bedb17e9f32775d8fa932f68a85302ff,01cf78dcb6b8210737eb1e25d4d1dbc2,8830f70c03050054a699cfc5288ea16e,K,1979-12-16 00:00:00.000
01,PL,SITNO,22-424,973eae2308090794e1f26da6deb84842,04a43f2b1f41164568ef223c16a22df4,26d48870ba85aec33682f4cfafac36d4,K,1948-07-09 00:00:00.000
01,PL,ZAMOŚĆ,22-400,4dfeee870cf620ed9e281efab6670817,2ae2395d9c51048e5275622e96120acf,e6ccb37cc361f041e2676b0e6eaa9766,K,1988-02-07 00:00:00.000
01,PL,ZAMOŚĆ,22-400,08044d7b804328adc63b5c7938c894a4,48df3cc74e882eb4bdd46f79e6c73fcf,616b72e60b386df5fcd82943aa2f0a0a,K,1995-07-10 00:00:00.000
01,PL,SITNO,22-424,1a89e3dae1f3e974b06fef28757b71be,2cc4f60e78981315f663cbc9be44c616,a2bace658f2a0633e6ca45412fcedd98,K,1978-05-09 00:00:00.000
01,PL,ZAMOŚĆ,22-400,592529d16b141dfd4acd8e2d85e732be,ec5f74a277a69fb7af6a9d2dd3787c1f,3a55863c28256a95d550033cc7f3556e,K,1978-06-15 00:00:00.000
01,PL,SITNO,22-424,591c62af79a0f5d745267c3388e78886,474684a83853b76bafc10b5bc2bac124,508ed98a4775e0c010c7033c2682665e,K,1948-06-25 00:00:00.000
01,PL,ZAMOŚĆ,22-400,4c50dd75e71c550d0c0a1919de03954a,3eea1726a118be8c9f8506ec2c9a8f85,552ce309809ca66b5613d00cd6195bc7,K,1997-10-08 00:00:00.000
01,PL,CHEŁM,22-100,fbdbdf39c0acc097fc2c1cc52537ffbd,448ba5e712fbf59ab3534493aaba1b26,7f3c25a58071ce3014fe40e446c4d2c9,K,1999-07-12 00:00:00.000
01,PL,ZAMOŚĆ,22-400,eebcd49c55101669031c277f7f280ef0,2f49b473bc4eec63414019e7b14254bd,41b90b70f8f0077e7544127740350e62,K,1953-01-06 00:00:00.000
01,PL,ZAMOŚĆ,22-400,319258d9b21697d6819404d3d2739da9,228f49ecfe836b9aed97b44e29dcf1ea,1d26c356c765aa91ca45832221db8146,K,1990-10-03 00:00:00.000
01,PL,IZBICA,22-375,e9a7efcc9c1609218d11b31c9264f12a,50ff976c3af25a5cdad3d152fba22eb5,8b6bc5278558b668e83628bf82460839,K,1945-06-01 00:00:00.000
01,PL,TYCHY,43-100,aac68305e0c453dd9aee6eee445e1ca8,27c44e45b50942232a3a6cadcdb81ad3,a0dca0d63447a791ac535ecf550e7ab0,M,1982-01-02 00:00:00.000
01,PL,BYTOM,41-933,a41d3bf55d8ac981d30bf46e56464dbe,dc855ce91319e53841f3af55949f413c,ef33536de0a97835025ccc3c06117be5,M,1991-04-19 00:00:00.000
01,PL,TYCHY,43-100,3b98d24411e6ccedd7afebd4f97f29b0,b7c3e7fada064bfbb8050648cc954de7,d644198199ef9529291802af203d5d5b,M,1996-07-14 00:00:00.000
03,PL,SIEMIANOWICE ŚLĄSKIE,41-103,235c3703e9bb19bb395cf78aeddc46df,b0cfa4f5453158c111b2d9d86bf0ddc6,4d31afc2afdd14c2cb893a56901e3f98,M,1965-01-24 00:00:00.000
01,PL,CHORZÓW,41-500,ec4b3f6a333d03ea5560c12ace627960,9b1616622bb705d0568de4f3f36dda09,c249f29e1780164f41f9a4e062ef867c,M,1956-12-09 00:00:00.000
01,PL,KATOWICE,40-723,312e5d532c4c8c7ddbc218479cfefaac,21a1b896678be41727875a575496bb23,5d6b0c97f3f351c34a40c8fe8e55cc2a,M,1991-10-30 00:00:00.000
01,PL,KATOWICE,40-715,2d0433bdb08810f765259675b0633c73,265de5a47fc17793e152d6dcc8dda200,a5de6cceb4c89356b15e9fd9fa1db81b,M,1981-01-03 00:00:00.000
01,PL,TYCHY,43-100,2f73cc728783f8b4390b39a7a64d5cc1,000fdfc4164b6ab57ea3a092edc46bcb,d83b75d53d72e4377e6420df7ae3db30,M,1965-07-16 00:00:00.000
01,PL,CHORZÓW,41-500,7c303989b25d7157e1111865ed7c94bb,459ec28cedc4661ef3f7c7e316b70387,641c63c6bd264b74b2ff8624aea904f3,M,2001-03-15 00:00:00.000
01,PL,KATOWICE,40-565,925d64e1459d5569ff9ceb6975f4ba06,782fcb9bd5aecd36d6fc1756dfe4827b,ea5abd9d8d08547d65d97209addc735b,M,1979-07-07 00:00:00.000
01,PL,KATOWICE,40-734,142f215b6b7e8c7da7de21996e7f6f63,027e123465397f13586cb35d7fa803f1,b9f7b9fc45f718a61836ed73f928fd4f,M,1999-01-06 00:00:00.000
01,PL,SZCZECIN,71-246,46e5cdc75b8b6e247ff433af293c8d4a,95c517b4d5c97c1730472e5f318b5a1c,124144f47a0899a93e81ac1c53677cdb,M,1998-03-26 00:00:00.000
01,PL,CHORZÓW,41-500,171280da009681c484e026a9d5d6fdab,ee19d8500e0edb30e92ff5d1013d702b,cd065dcae7f01b2a96e84ce3813dce01,M,1971-08-12 00:00:00.000
01,PL,SŁUPCA,62-400,ab461e033f27a815b255557f9670435c,0b60f3bcfc9fda8f2cccacf79a84dcf3,998c098bf230839fb0d71b9c8aec6fe0,K,1948-04-14 00:00:00.000
01,PL,KLECZEW,62-540,5dddd4ec6e05615870f1addace308b73,034fe83ff0fb456450f763e03f98aa44,7b155d94495c7c2a52d9d69ed3674a24,K,1996-12-26 00:00:00.000
