Segment,KodKraju,Miasto,KodPocztowy,anon_NrKarty,anon_Nazwa,anon_IdKlienta,anon_Plec,anon_DataUr
03,PL,ŚWIDNIK,21-040,cbd8f8b7450f55bce2df68ea9b4fdd46,cc04e70799fba64bdc5fbd57ead5f2a2,392ffe6081234071a86b91f444a56fd1,M,1993-10-14 00:00:00.000
01,PL,ŚWIDNIK,21-040,bb8d1a8c3a2c0c4b5a6ada6319fecccb,30dd92a72ea2607e80e4e475070cbca8,9c01e1a8955d3e5ea2cd60c35f79f91d,M,1988-02-21 00:00:00.000
01,PL,ŚWIDNIK,21-040,6e1f6ba30b81943deaf508aaa4df2ce6,85ea067708ba734963c2ab3d016978ef,fdd675a5f698e1162ad65f85df867dbf,M,1964-04-30 00:00:00.000
01,PL,ŚWIDNIK,21-040,e0dc5e48fe34320154bee96ee2b58306,7c2a69b10afa29a3e0d05400af77f3b8,3fd5f7c3a8194d8cac653f907202a773,M,1966-11-20 00:00:00.000
01,PL,ŚWIDNIK,21-040,6578ff761a6bef09a59d7d59c4607387,3dbd0dd65f021e83af42ecdeacd86196,231da93f63909d9a13d50f425a04e324,M,1952-01-13 00:00:00.000
01,PL,ŚWIDNIK,21-040,b984adea055c36ce5c9d51db22d854a7,b7b61d368560f091e02741d87a353ccf,e6fd0ba3c09161445cb132e3110585ce,M,1983-10-17 00:00:00.000
01,PL,SIEDLISZCZE,22-130,92b3f35683870632c84a334d8f0a4060,2920b3242db49ebc7df04dffc250eb1f,c4a758645848a4de659dc2e42b60ea73,M,1959-10-23 00:00:00.000
01,UA,TERNOPOL,46-000,980f8c106cdf09d56d2f19ae2700ff55,5980bfc78d03eed1f5dbd1a0edf02004,3d4bf1f1c9bd4924f456a2ff54f0ee58,M,2000-12-06 00:00:00.000
01,PL,ŚWIDNIK,21-040,af33fe4c4613ac75f4a0a2c12b464a12,36a18f638e5e5801fe2f0706caac28da,40badea7fab8f58c261c8f8ab9481772,M,1972-02-18 00:00:00.000
01,PL,ŚWIDNIK,21-040,a42aa8f391664fdc74d129267532f4a8,872eb4c503fa43d5ec3f5042fb290edb,134ef4c555b50df6eaa7a1a75926fdf8,M,1969-10-20 00:00:00.000
01,PL,USTRZYKI DOLNE,38-700,9db18ed780b405358d33e9c86e2835f6,8350d677afe3d76b9df71051ec576687,6b6dc5718ebf620fe70849762177d452,M,1988-03-21 00:00:00.000
01,PL,ŚWIDNIK,21-040,176293ddad96e335358b1b79b53a0401,35c9b3cc52d9dad7af64f2b5f671ce57,9907ef1164c612cc2a09e5c875064a60,M,1972-06-28 00:00:00.000
01,PL,ŚWIDNIK,21-040,9eadc40836a1cd100f53ddba20489ade,115a2a9c1467643669d82715c752e859,4ab32c94bc5f5e6727df41da2dd1c2a0,M,1968-04-29 00:00:00.000
01,PL,TORUŃ,87-100,9f9e8620b0a00a7eeb15540c1a0075c1,52ca038016d598cef5c0648166db4a11,7369ea2eda3a1838767991b75c90954c,K,1962-09-28 00:00:00.000
01,PL,TORUŃ,87-100,0791cebb5e77c992a8ea4291ef36cc49,1ba38e2bcbadb4e3e00df7abce48793f,2354dbc848ca50666471111c3dc95dbf,K,1987-11-07 00:00:00.000
01,PL,TORUŃ,87-100,bdd42a3323b5cdd9898f839fbdd663bd,0bfaa157d647e78fd85aa8732166dba6,051c8b07bed3b2c7e9ecba8e87d82b7c,K,1999-02-24 00:00:00.000
01,PL,CHEŁMŻA,87-140,396be25772d163c8d9b55b6782178ffd,0953f8b6007c27f699ff6f8d01458726,936d3b023daeb54bc04b2f1c97d8d8b5,K,1969-11-29 00:00:00.000
01,PL,TORUŃ,87-100,509616fe388cc87396cf3bbb1ae49bab,230af01a11e0936249eb1118b978831b,1645f646993eb0614e70e38d523683cb,K,1957-12-23 00:00:00.000
01,PL,TORUN,87-100,3574203bc9ffd855acef5b6b315dbd1b,19b7ecaec5d4553189afe4b825334951,bc6899658079bfecb57f2d9406f64b24,K,1977-01-22 00:00:00.000
01,PL,TORUŃ,87-100,95abfbc73571271cdba8667273d5d700,9bea67cef210cf82b1374ae9919fec74,b890e176dd1a0941d1d402982796acda,K,1982-06-12 00:00:00.000
01,PL,TORUŃ,87-100,5f31d6f4b8fe7327b74b4fd844abdee0,7089d9177b4cab07a6f4c57a6f14cdc1,20fae14df1a8f847f6a91cf649edc86c,K,1990-07-23 00:00:00.000
01,PL,TORUŃ,87-100,e2ac7fc8d0c5b26da602972f67b00623,8ab328e7c7852352cb14e1f592bba71b,7824ebdf028e2732317826d545512b72,K,1994-10-04 00:00:00.000
01,PL,TORUŃ,87-100,5e2df63a5f4dcd4c95265b0103fecbdd,c6bc268cf573e61193d50570b53a2004,cba1a9d58888183b43f8dcd725a2c57c,K,1971-11-26 00:00:00.000
01,PL,INOWROCŁAW,88-100,374053de2de58af504990e7520c121ef,41e0b248d62b47bd85fc02f26b85947f,7d1eb54949f0a1b779503885124ec9c0,K,1985-01-18 00:00:00.000
01,PL,INOWROCŁAW,88-100,acdcfce420aff7a582a452497008fbef,c575bbf2748d2f506435438c4263c3f5,06f641d3609bc4d86db5e4f79af5a9c6,K,1969-08-08 00:00:00.000
01,PL,WĄBRZEŹNO,87-200,09c6bcd2f63309f6303d1aa7245a86b1,5d5e1dd7a4a55b260e6b2f04a8b43136,64fdf4c8dbc57213d877d32cb0d0455a,K,1997-04-18 00:00:00.000
01,PL,KRAKÓW,31-444,6b60e65ed1d46b67b66e9449e41d26e8,a08d5b8ffc06f91d408c898e9f6f2aa8,75b4bee2ea7ac20004eb53c00eefe50d,M,1958-10-04 00:00:00.000
01,PL,KRAKÓW,31-422,6d0937dfefb2d6fc8c505866a8e5960f,b464bbaea90a6fea25b6859926212821,6d622f7481ba544715876b53f40df10e,M,1953-12-28 00:00:00.000
01,PL,KRAKÓW,30-316,38ccfaab19639a49f1f012d3d6d94263,c334b7e68679abe2825ca26dfcbd1e10,50cd959b37d707ccdd8d4b1c48ef9ced,M,1988-01-28 00:00:00.000
01,PL,TOMASZÓW MAZOWIECKI,97-200,dd8626efe895dec8fd6887365f3d7d27,d315ea46ce6a39fee730884c9f3087de,44a93147cd23d4c67181e120f01bf10f,M,1985-11-09 00:00:00.000
01,PL,KRAKÓW,31-978,843f1ee0de6ced35833faacc1a5c1f88,835d51ba3300adc09659ef5af986d68b,25c9606bda369d9a43636487eaef3119,M,2001-09-30 00:00:00.000
03,PL,KRAKÓW,31-579,818a9fe67196ce5b34c6096bf4a81ae0,6443996f5c6a9cf6936d6dfe52c11808,520b3e6b80959c8b579787472e970bab,M,1997-01-19 00:00:00.000
01,PL,DEBICA,39-200,45e0c5dcc69e45d060257cca983b391e,86bd27c518c0785c475453d91ff55567,f0ef1313df17f773eac024611e847e0d,M,1985-01-24 00:00:00.000
01,PL,WIELICZKA,32-020,80890073d8c3ea3f46f82b4a69b1ca2e,09d5261ced91b1ffc44f3397d5bee749,dc0e49b1fe958e550bd2a7e64014a03e,M,1994-11-25 00:00:00.000
01,PL,RADOM,26-610,335c4cab87327ed411fc916a3c2d832b,d821dbfdbcbbfdaf8c75e656c64036c3,784e231064ab1e696b1e4fc63e43b0e1,M,1984-10-28 00:00:00.000
01,PL,POLICE,72-010,526835f5adf19a421f963717ba40679b,8118638a34cb27d5c1e5c15ac650ac89,c00916a5717002b6fdcd164c6efe3dcd,M,1951-04-04 00:00:00.000
01,PL,KRAKÓW,30-619,f066fb66b7fbead67696e17639e7a5ec,58c6a1d9f32c47b4922238963791ba23,7b729dfbb2a42488e05076273019b77a,M,1972-09-13 00:00:00.000
01,PL,WOLA ZARCZYCKA,37-311,09edd004001d4ac77af5baf184586bd5,45a194336c11c5d281cc87f143147273,1f87c3d2327545eb998d588e16fa35cc,M,1971-08-03 00:00:00.000
01,UA,ŁUCK,43023,3ce58f954d830c4ab9f71e55734dd336,b905785b0fe3e9070b263ed93b68c33d,ca43f59c4081b13122bb8355059b3f1b,M,1998-07-29 00:00:00.000
01,PL,SZPETAL GÓRNY,87-811,d6831c70a8d8c6458bd72d76936ae4ec,16b55c244ab638f0a80f0d5cfa15395c,081c16d007f894ee98414442314a56dc,K,1944-08-15 00:00:00.000
01,PL,SZPETAL GÓRNY,87-811,a4d272cc47281b8f201b1e2af729f358,02257cfcc08f7de9cf1b6226842529a5,7e90bd868db91a5c5391f1a95f6dcb1c,K,1954-01-29 00:00:00.000
01,PL,WŁOCŁAWEK,87-800,896d2a93a3c47c470c74d1cc8b308bc4,19ec31ad2870b55d032d47538a8a18e5,c3e06d9289304872a7ace3e776f682bc,K,1962-10-30 00:00:00.000
01,PL,WŁOCŁAWEK,87-800,f103344c4aa49c92419191d315cd504a,9cb10f39a340efaf83b5b33a62c3f808,ef9a7fe7a55a65735ef92619fea790eb,K,1955-04-22 00:00:00.000
01,PL,PRUSZKÓW,05-800,d52652bead6974f7895f6a2d383ef493,cf7e1a9a997963af7748336fb4fcca20,8e64efadd5043084262903601b3cace6,K,1959-05-08 00:00:00.000
01,PL,FABIANKI,87-811,b1d15f210feca8c3fd952da4bad6f775,d789f301c9b57fcf5f987cb30141adb0,43d9bd88ce2477115e4f7f651a4ca70f,K,1949-05-05 00:00:00.000
01,PL,FABIANKI,87-811,bfdedcca769d475dfb5d2b0467cfc29a,eee25156db799e2eb5eb3618566adcb6,c21ad0bcc76d7e8128250729ab1317aa,K,1976-10-15 00:00:00.000
01,PL,LUBRANIEC,87-890,7c6be55dfc2004d2d87fcc8365e145c0,ddff4476dcd5c95d0c710334f831a1ba,ef58c0cdee57a346ff78d848cf9f2dbc,K,1995-08-18 00:00:00.000
01,PL,LUBANIE,87-732,50d7a3c1ea285690d61a9ec8296df480,471d2ad5aff264a911f960c89ad0217d,da6d099d42bfc94fd63bc797e98f28a0,K,1977-04-02 00:00:00.000
01,PL,WŁOCŁAWEK,87-800,3297f6c40180627f488823a2289eb751,7db839b6dd9af3c608d3af39c9991bda,667671090442222ec22c980024e97d18,K,1973-11-19 00:00:00.000
01,PL,BRZEŚĆ KUJ.,87-880,de1f7caccaeb390c8777ed639c6df4b6,8e6f87c79500d2bf9eadbbedf89aa1b9,a557f25fbbdb52b9272a2133f3642ea7,K,1947-01-07 00:00:00.000
01,PL,BRZEŚĆ KUJAWSKI,87-880,d0b1f4308c4e483634b040f5b32cdddb,533b83edf9f12e8e5e6f40cd2a8a9532,b6e53227d664d6022afd67548a7ed894,K,1988-01-17 00:00:00.000
01,PL,WŁOCŁAWEK,87-800,1f7db04dd2d25ff381627e4bf33969d9,a1f34906324d5dfb834e5a73695bc6c1,dc0b37dbec424e6d89530990fd9423b4,K,1959-08-14 00:00:00.000
01,PL,KRAŚNIK,23-210,5d5795ef6ffcb4a022ef6558498c7220,568af8f9d6892cb8b79252e1a3ae2031,cde287bf6d54c3ef15e39e6741d06f6d,K,1949-12-27 00:00:00.000
01,PL,KRAŚNIK,23-210,d6a6760a97087d714a346c973c5426c0,b6436d116c17332ca2b16d98f29de45d,c9f32f4647c2f43c383917a6459de303,K,1956-04-20 00:00:00.000
01,PL,WARSZAWA,01-923,a3ba712c981a00d5651950e56bf578e6,2628468a3db66befa68b7d697f4e212e,acf1d07f821ed16ae0bdf541a0a406da,K,1944-03-12 00:00:00.000
01,PL,KRAŚNIK,23-210,46a04c739f220a155bd2ef0394366fc2,c17df3351bb3c6b217f29de6a8eafa5b,857d6b342e7784f4eb0f112454f653e7,K,1973-01-18 00:00:00.000
01,PL,GOŚCIERADÓW,23-275,0840a4939ae3ca99a2eb4a9762f59791,ed0190a770342f02bd106b7b0a5b9e4a,61431bb879a96440379e51b85c499415,K,1981-07-10 00:00:00.000
01,PL,KRAŚNIK,23-210,eb00c3c07dfa2063b4a82138df8f0510,82859fdb1041592a1d5f0637c9255e00,f3ff9297fce13f212cf879a056df066d,K,1949-12-17 00:00:00.000
01,PL,KRAŚNIK,23-204,6efb4dae89ee4aeea0ff59e8d4177017,d86e24b2e6d03270101f4332f883e86b,257c7a07909566904c63e20a9e752e49,K,1951-06-04 00:00:00.000
01,PL,KRAŚNIK,23-204,28bef3700b0f8d1ad136a9e1b2b2cbc6,444eeda85c63802729fdaf20f22093f5,d6aee453216a5f0da82c41bc3823b38a,K,1976-11-20 00:00:00.000
01,PL,KRAŚNIK,23-200,e0ee81991e2a1c3ac9f29b1ac4f18870,7d76c796b81b26e6b6a3e56b185ed99e,75e352c503b2bb7cc34da52bda2a517e,K,1983-06-12 00:00:00.000
01,PL,KRAŚNIK,23-204,1e4dae7ff72e183cf6773eb7b0708aa5,54a8526af01c1c1d2e0956b33c52deaf,ba8a6831e8a0052b4e1dcf1de105c905,K,1971-01-20 00:00:00.000
01,PL,TRZYDNIK DUŻY,23-230,b1292cc078a8ee44f24056ce8a726f4b,69aa073dee6f94fa3bcce0330ce8b55d,5beafe69e1c5f459813cb63f0f2c9921,K,1986-06-16 00:00:00.000
01,PL,URZĘDÓW,23-250,ff648bd97c0813a129af05da4d301659,1e99fc257e1a8e2d4d7897cb7621b92e,419c12c88be0376862482f4d18b08daf,K,1948-10-23 00:00:00.000
01,PL,KRAŚNIK,23-210,82935b37a3c70ad672c6035777dec859,eda532b85e5d6ccdaf47b0ae2107dbcb,c81b7b17a3a72a464d3aaf4766b7727d,K,1972-07-28 00:00:00.000
01,PL,JASŁO,38-200,206564b6ac352881783cf96caf5360ef,9e3ed1a24508ac6decf892a3ec7fc4ca,6e66e50f5fa8d9c1257b0fc4415e058e,K,1948-03-24 00:00:00.000
01,PL,JASŁO,38-200,757b12bf2d92e8621bccac27f96df25d,c0fbaca45833496991715b98d0ad50b9,e5c3b368920805c1ea755f0b16ce67ee,K,1970-11-21 00:00:00.000
01,PL,NOWY ŻMIGRÓD,38-230,c4f98f7ba7da9b47189a3a437236224b,fd6651a280337798371ad3eece74b0c8,6722d317f5e8974392ca7aa30a845107,K,1993-09-17 00:00:00.000
01,PL,OŁPINY,38-247,6c3b005bba9760c25a6cedbdaae2374d,108306a4f60baa9c08c597d9af2cbeaa,61d03d30be043c93375b057f86eda14d,K,1978-05-27 00:00:00.000
01,PL,DĘBOWIEC,38-220,efe4bcf616766535a2d22239e0c824c7,3e5b9ee97fe614856ad7dde305041b52,64e8809dbaf753baec8d86cea497df65,K,1972-11-23 00:00:00.000
01,PL,BRZYSKA,38-212,24bc1270dc3a11bb159e5dc3b891a19d,1d882a569237dc287dba9140481a6f54,c1009a99c1d9d07194ae7e0379eca6df,K,1952-08-27 00:00:00.000
01,PL,BRZYSKA,38-212,854073604781a4bbadeec9b166ba95fb,b4d9842ac63a77244729aebb2e994460,9644947cfd58adee8c086627aee67fdb,K,1993-01-14 00:00:00.000
01,PL,NOWY ŻMIGRÓD,38-230,3121daa2908cb8e6cca14b65db682b90,fa7700540bda207b91a97ede7432859b,104bc3cb597157dc5fcdd5ad1be9f956,K,1991-09-14 00:00:00.000
01,PL,HARKLOWA,38-242,1c8c8e7fa3bf5fbd7252d454b11079f9,0c059915a34b165d8d2c16f658a44f5a,9fadbf0951916c638d3ba84415583e93,K,1958-04-27 00:00:00.000
01,PL,ŁUŻNA,38-322,4567cdd4d30a0a2e8edf2286f2fa8945,3beecfd001e09c733f586cc4fb393e5e,e9840b08687b99dfe47eccdc5008bbfb,K,1969-03-18 00:00:00.000
01,PL,PRZYSIEKI,38-207,28a75aad50dc996b469aaf80a74e7b37,4def9932ae665d7beabdac441f78e487,48ffe3965500086164ee150439283ba9,K,1986-10-16 00:00:00.000
01,PL,JASŁO,38-200,5fcb69f6c3e6379563c7969381cd522c,e5b6932e01c99d0a69b19d51a40cc91e,e709cf8efeda5abf9ebcdbf24d660899,K,1976-12-23 00:00:00.000
01,PL,JASŁO,38-200,378391f10228f3652e00cace46b8ec6d,8a7211d840bcf674b5a56abf58f4509d,d8885c3406797dea82b1e27c1e6a23de,K,1950-06-14 00:00:00.000
03,PL,SZCZECIN,71-502,50b5c753d406a5008b79d7aa7dea7f37,18847ac2c6c0382e1e3f018cf46792ab,af45a285227918b12c914a9968e4bccb,M,1994-11-20 00:00:00.000
03,PL,SZCZECIN,71-202,839f2edf6ee7a079d594dd439526b78a,9838f36b48b4dcf30a0a79f797e6dc41,89d4cb562242ad630ded638147721595,M,1962-04-18 00:00:00.000
01,PL,SZCZECIN,70-764,651d09c6ff81b310377a3922278afff5,bda29d8a852806efb9943788e4ade2a1,3c15ddce0be54247831b5e9b9820810a,M,1952-05-13 00:00:00.000
01,PL,SZCZECIN,70-236,21d48684c875cda6609b0b31d75130c1,2f83955efe9240cc77bf39aaea6a94fc,2cd4a8d0c557b8a24353ebc8d08fc073,M,1974-05-26 00:00:00.000
01,PL,SZCZECIN,71-790,03513fd12f480ba723db140d2b99f71e,267b8a2a59a86636cbef7706ed615e68,b2bfde3a1d5f32b1077b2924382c70d2,M,1991-12-09 00:00:00.000
01,PL,SZCZECIN,71-027,b221d6451a5f14e599567d8f358f9596,88b8b7e65056f788d968678dab9f884a,4e870ebe9498e1ad2ba19ce8d1ef6097,M,1964-01-26 00:00:00.000
01,PL,SZCZECIN,71-757,cd967e2d93ce1f652226cbd114557433,0a4df3e146ad5098d891338b487c872c,9f5c0b41ee97b28a39da3e63eb4ef54a,M,1963-01-25 00:00:00.000
01,PL,ROGALIN,62-022,465e73dbddaa35c5deb4a1a4fba00316,74d3512a1ca750ad998ff1a76ebd2dd1,5004fd200bf08cf5206a12ae66ecf22d,M,1968-02-10 00:00:00.000
01,PL,SZCZECIN,70-777,9bc3e7e9e0ecad4af4c02b50c9cf0690,1a7398ed3360c1ba077fa365c9acb0c3,d6476b916b8c5ae86d77da2fb9f08979,M,1969-11-23 00:00:00.000
03,UA,SUMY,40000,65ca21564a5a15fa3365d94ea6c913cd,8072534b805c4d8f3c6109ec31a39b39,81121548cb321bbdfe8d190f5fae5b0a,M,1980-06-02 00:00:00.000
01,PL,SZCZECIN,70-022,4392cf5e802673f8862d825a61f9270c,d0079c5b85f1f7e0f91390f217226551,b3389ca77de01cacc42b1785c94d1137,M,1958-11-25 00:00:00.000
03,PL,DĘBOGÓRA,74-120,806c033e05a918aa1a68659dc4a0d69b,ae42149ccc9076fa5064845872bb2182,f6c3bcb096426fe005c0b39ffd0da38f,M,1960-01-09 00:00:00.000
03,PL,SZCZECIN,71-297,83de70c668e9be17ef5078b7798b551e,0d551857b1052712a3b12c7d10d3b285,e36cbb6fe0488e58dbee46681a6890df,M,1947-07-22 00:00:00.000
01,PL,SZCZECIN,70-803,e8e260ed9180d79cb9307ef449095d22,56cd113abe373ac14292966688cf97d2,602598242748b8e33414902105c3acb7,M,1984-11-12 00:00:00.000
01,PL,SZCZECIN,70-764,9a69fe832879ea599aec7b10f2e94ba0,26dc3076a1ee38ec6be23b8b90fdf32c,1f174adf2edfd3dfc13a24ae171812d7,M,1953-07-11 00:00:00.000
03,PL,SZCZECIN,71-784,ddb1d3875a17675abc0c35503baa4ea4,991c145361b969ea4d3532f729dfc0db,b456879feb6f610b8a01deb68643a566,M,1979-02-22 00:00:00.000
03,PL,SZCZECIN,70-781,d885a99599b1b391873441c8238e19a0,d9893e863142fa6af85bcf5bf39908b6,f985f010935ab1fd68c5a694247fba6c,M,1972-11-05 00:00:00.000
03,PL,SZCZECIN,70-781,c2b16b6a3e9b77616cbd4040480adea5,ffebd16f2e322108c92565711bd49065,d68d1305d39f7169f65547aad20c869a,M,1955-06-10 00:00:00.000
01,PL,STARGARD,73-110,215495fb738f5f08ce6642e6f0bf47e4,3d111d73300066847b587ec3e625e0ae,f81e24ef70730552462c92ce240fec99,K,1980-10-21 00:00:00.000
01,PL,BIBICE,32-087,6f4c4aeb3cf09669ad568da2a62a9b37,6a2061d316699e83249f7b698bb1b119,5fb8ae2dc140381c073695a21b3d1ed6,K,1966-10-06 00:00:00.000
01,PL,GOSTYNIN,09-500,9d4ee0f52f9d7deef38d5e03b41c2c68,c73203b66c6712e6f8d999b418547086,dc9fa6978c12b01447a6195a5fbb17e9,K,2001-03-03 00:00:00.000
03,PL,PIOTRKÓW TRYBUNALSKI,97-300,6c1fccbfcf63bb6813f4d201bf54d62e,f85046a1958ce46d61bcd80afa84fadc,add6f20db73cdfa8e15ebd3bd50e9320,K,1976-02-06 00:00:00.000
01,PL,POZNAŃ,61-502,71e713590f5fed40554d876b83c87f1c,bb82ef5b7ff287b4a92e77865069b010,c09056baf9bb7ac828ba0b9758bf106e,K,1997-05-06 00:00:00.000
01,PL,ZĄBKI,05-091,ea760205f39da6478dd2c2843d239e9d,46f23f026474747e9d921fba3ae26377,5c381a594bb3fd743facb13479877cb1,K,1995-05-25 00:00:00.000
01,PL,ZGIERZ,95-100,3665f54b3d2673cb421a5ff239a41009,e78f0559652273d0f977d9e46658f109,6f60fb03a784dca5c86cf9b98f86b676,K,1947-05-25 00:00:00.000
01,PL,KRAKÓW,30-833,a5d062d93d305a9ad8c6be3ed7989563,7a8e804f2a07df7bbf06ffa91bd9ede7,9e19961cf5852baa68baadf82f70edd1,K,1969-07-30 00:00:00.000
01,PL,SKARŻYSKO-KAMIENNA,26-110,f3d67c9bb14c230c6d7786b5294d31e5,1cc486099461d2597695587fe335ddb3,6d85f9576ac96e6763a2b46f444abacf,K,1955-08-26 00:00:00.000
03,PL,KRAKÓW,30-057,f22e263eb7de0cefb639920970b240ee,ee07d8cbd8e93d3fbffb6a3278f23297,fb4521a00fbeb66e8fab3862e0254887,K,1966-09-03 00:00:00.000
03,PL,GDANSK,80-025,662812205acc4d42afd0c6d440393099,cc648a7405fa351e44c139173120c497,73022d3cb9c41e12bcb8af349dd4410a,K,1998-10-14 00:00:00.000
01,PL,ŚREM,63-100,ba0adb3a0c0bed52a075863d56a274fb,0bfc822ceae1d0a61f68db8460cf633e,681e0ea0119e4d1b24ca8a02cc37ffe9,K,1945-04-28 00:00:00.000
01,PL,KRAKÓW,30-611,5cd6373ea0cf4084a3735f3a8b7fbb76,508aed5d790cd4ddd7abfbed4a8c5151,d2a08e7aafa9b45795daec42b2355b73,K,1990-10-26 00:00:00.000
01,PL,SKĘPE,87-630,b46a63f37bd241035e23534ac54084f0,a2f897e9611348c7d95be193a26d6be4,416a9700eb8f24d6e7cf1106b962157a,K,1950-02-19 00:00:00.000
01,PL,LIPNO,87-600,e0943fce160bf76d7d56395d5141f6a2,a0523aeab152c31290683a4e1cbcbc0e,a8ca573965ab41962118953f0760c60c,K,1972-05-29 00:00:00.000
01,PL,LIPNO,87-600,abac0b2af35efb2a91fbe89bd6edfe4c,d72a8139c62a316dede8f29c418018cd,6fe86c6b0cc26deff3be8d6d032cb3f9,K,1996-09-11 00:00:00.000
01,PL,LIPNO,87-600,d1ae28912897f5d3432c3ca53c105e12,491d9d643d3d1939b1d1b3b6e3dec36c,9ac282a6eaef1542bddbe02c42ca3ead,K,1977-01-31 00:00:00.000
01,PL,LIPNO,87-600,e69940fd60b17c51b88b645ac49a7d36,20f2782be9072344264eac2e1575e599,d77506a0871e9f87b08fc77d1f3dfe1b,K,1975-02-23 00:00:00.000
01,PL,KIKÓŁ,87-620,3cb7f171621f3c4271af8545e5922678,be5fbf94389429b9a9d5245d32ce9182,018bc191cf640aa381813817b37e1dd4,K,1985-05-29 00:00:00.000
01,PL,KIKÓŁ,87-620,72bd6ec2e0e0ea237c12cb929f5def90,89a2fcaa70fae4627b499ce2d8a2300e,7276b8b89be0de1bd69cd3eb4818317f,K,1993-12-27 00:00:00.000
01,PL,LIPNO,87-600,0ea54a0be16683bdaece0932a705cbe8,2c44af60dbbe59e22d7b0b3740d81527,810fddf0ecef14cd213832663253faab,K,1988-10-09 00:00:00.000
01,PL,CHROSTKOWO,87-602,ec442c5ef9cffc3af4c2fa3f6bc4e760,af20b168e2557f3302c7955b82127b8e,b45c0d348b6a5488226c0dd89c843d70,K,1964-12-12 00:00:00.000
01,PL,LIPNO,87-600,9bcb4d340924bddf7d17dedb5f78d083,3f4748d741a13a8ebdc808a5415c3fa0,687526836aab086cbb38b9b6bf7193ed,K,1972-02-29 00:00:00.000
01,PL,LIPNO,87-600,a8e82126e2dc4421efc3d3042f2a5786,8f1df37266338ed05cada28c8b0c89ad,753c2109c7f69f3f57741f746d00f91c,K,2001-05-26 00:00:00.000
01,PL,LIPNO,87-600,8fed38d8a51ff2f39bc39843137752a2,4a0c9e8348caec55bb0c1d4de32e0aba,9e260ca140cf9f5aa2a1de384b7d6eb2,K,2001-04-13 00:00:00.000
01,PL,LIPNO,87-600,5645d495126c0588ae2ff925e2a0110c,a81ff0262eefd23c009e3ea7c8fbdbf4,06910b87ab8422e246e04c0c553d4e40,K,1946-10-21 00:00:00.000
01,PL,KIKÓŁ,87-620,78f8f85a4c6a370cbe57e598ca4c3708,1868b2145c4de68c022a453c8d21d78a,000724670ae2b4f441fffd45a22d1d91,K,1991-07-19 00:00:00.000
01,PL,GOLUB-DOBRZYŃ,87-400,4f0c10d250b6a53f35c73603e839fa5d,2f9d898cd34c575e63e6251a038adfa3,e605671356e38b898bca4fdacc1c1250,K,1964-09-17 00:00:00.000
01,PL,LIPNO,87-600,c4edccff1c9e4855d373b27cb5fe2327,550d8bd2c08c75b42740590e181f71e5,8861c815870605e772f1bcde19bfcb57,K,1955-05-13 00:00:00.000
01,PL,LIPNO,87-600,626a8afafce5add3c0980e2184edd361,d69b69d0ffd4ed7111bc72ce5d5fba38,255c14e76952a91bfde9137f740ef520,K,1968-07-07 00:00:00.000
01,PL,LIPNO,87-600,fcc03b4c37e3df13b1b04c06dd193808,b1ae3188783e6ec7516e547cbe794dd4,ba32763a4d7534e839bcbe71b093453b,K,1967-10-27 00:00:00.000
01,PL,LIPNO,87-600,83cd333c344f184da7c0658a41395a3b,1d6ce89f1318a40d9f036f4b789269b3,3f63f50930d23b7f41906cb29511d708,K,1972-05-25 00:00:00.000
01,PL,LIPNO,87-600,3cf66f1887b23d2e5b5f831a531e9daf,acc02511758626d35f0ed0f6bf09940c,bb641fa26299654fa42b1b31bf71ebf1,K,1998-10-08 00:00:00.000
01,PL,LIPNO,87-600,7d8b2f59866eb6725014a335bd3fd05e,e36d5176918a1989b57f5984f695e670,8ccdfbd2e37135e8c8378dc4dd7ad183,K,2001-07-28 00:00:00.000
01,PL,LIPNO,87-600,56331357db1ac5f555ea93a306d1abc0,a5d29874013f17685be8476460309c97,af54283b0268081d786809e37fe56788,K,1975-08-29 00:00:00.000
01,PL,LIPNO,87-600,06082735d0f898d22316c41d7a2544a8,1b572c3021334d00be22da0d20ba7818,5e942397b78307c37d47a68139df9968,K,1975-07-07 00:00:00.000
01,PL,RADOM,26-600,f2bc8efb86b4ecd2f30d5324a3c60c1f,8e4ee867ec6c15db8b7b63fc825c4393,b054e027224938cb15a55a04bcb23e99,M,1967-04-24 00:00:00.000
03,PL,SKARYSZEW,26-640,9a661212f3ab88a216dcb22f5e08b225,65594b010f7429a93409347cf6aedb15,70c03806e9af1fc462acf1f7bc8a5c16,M,1989-09-14 00:00:00.000
03,PL,SKARYSZEW,26-640,fb36478fc80fc42bd4e39fd0a8505698,b53e71bc6ea2b7091093c4a1256e92df,f98c354b2dc420b0f073e77791ef42c1,M,1946-09-08 00:00:00.000
01,PL,PIONKI,26-670,c18d24f96763069ad5dd055467d300cc,d83fd088fe4f66a9151dd4d3c96d36f7,36490c92417466e14a26102c07177646,M,1978-05-21 00:00:00.000
01,PL,RADOM,26-600,6add1de418c1d5d7bca147fb287ada21,02051db49b616f12fb4f8a90b8093eeb,d2a1de17485bb066b8e1df8486d42b22,M,1977-06-25 00:00:00.000
01,PL,RADOM,26-600,b3c1864a2420b41f98293a30ce045032,4cd5a8d17a5fe5fcf35a5b6195d849c3,04a0cc65694af3c016ffe473039bd7b7,M,1995-09-25 00:00:00.000
