RowId,TypKarty,TxnKod,TxnData,TxnCzas,DataPrzetw,DCC,CTLS,PIN,CB,ProductID,MC_Card_Program,MC_GCMS_Program,MC_Product_Class,PEM,MOTO,TypeClass,TypePayment,Region,Country,anon_MID,anon_POS_ID,anon_NrKarty,anon_AuthKod,anon_Kwota,anon_Interchange,anon_MSC,anon_FlatFee,anon_CashAmount
1497431,M,2012,20180801,073143,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,8fef96ce980cba8ff8f08de425001e8b,ba844774090c9a810439061facbf452d,63e0ac7925fd6ed5a909dec30254bd0e,UHNLPQ,45.74,-0.08,1.00,0.00,0.00
1497435,M,2012,20180801,172557,20180801,0,0,1,0,MDU,DMC,MDS,DMC,C,NULL,I,D,P,PL,c12e12f648fd0bb327385887a112031a,a7686cf7a9426fb28826183c728bdafd,2beecf7d057c799fa036cea29378a8dd,QGQJNY,28.65,-0.05,1.00,0.00,0.00
1497436,M,2012,20180801,070751,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,7c9797b73283de6f067270d0ccebaa3f,5ab3a6ea538e87285adf0a9fcdca3fea,51a38c2e8b8be3e97aa6f0c6ff70c112,ITKIQT,10.79,-0.01,1.00,0.00,0.00
1497437,M,2012,20180801,170654,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,e467f14fb2b81847acf9a7b1a69c5061,64e5ea2ee09eb3217defa4f7c9beeab5,51a38c2e8b8be3e97aa6f0c6ff70c112,YFTJKA,21.19,-0.03,1.00,0.00,0.00
1497443,M,2012,20180801,122720,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,b698920f6829768d3a6ff8b5ea95a667,674bba835908b46b32a1155478644d27,ef48d212400df7664e3ac1aedfa932ef,DPFQOO,50.33,-0.09,1.00,0.00,0.00
1497446,M,2012,20180801,140125,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,9594263e818d5dbe095d0f1e537ea788,36038746e4bc028bbe1ae57ce99dab86,ca9095e15fc4815671f87b69d47c3ab9,ZHVOXI,9.56,-0.01,1.00,0.00,0.00
1497447,M,2012,20180801,120559,20180801,0,0,1,0,MDU,DMC,MDS,DMC,C,NULL,I,D,P,PL,a6eb041c9223101ed4ae77f63d5049fe,b53729d70749f59ee7e288e73cef61cf,3ee9cf413ba1a8c4465b453cb628998d,BLNJYD,308.43,-0.61,1.00,0.00,0.00
1497448,M,2012,20180801,100753,20180801,0,0,1,0,MDU,DMC,MDS,DMC,C,NULL,I,D,P,PL,71ba9a374cf42f979c4b7730d5d806b9,ea99ceedafe48c0c63bbf184d8680404,45ad3cdde1e37203e2de8e35db79ad52,DPZXZR,79.77,-0.15,1.00,0.00,0.00
1497451,M,2012,20180801,140241,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,02873c2c3ccbb36d7a819218398f9570,3ecd74d2f0545b177b9b7fecf47c4248,0847e42f3acce941e9654cd9725a8d58,GVAKKC,6.69,-0.01,1.00,0.00,0.00
1497453,M,2012,20180801,111313,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,9075211d64a40427ebe2dbe219705df0,94efb7b0be6eb372fc3fc6712efca85d,92c5cac21303809cd95961ce4ca0b5f4,VATGSH,63.79,-0.12,1.00,0.00,0.00
1497454,M,2012,20180801,135127,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,b5a93f475413780c0dbfc89ba984af77,b7ce330d834d056b15c963b593883aa3,09685c92a8d14b743202e4e2d12658b6,OMSPES,17.40,-0.03,1.00,0.00,0.00
1497455,M,2012,20180801,192917,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,9e2c0a9016c3e2c1bfad2cbc1a6a419d,f1f96e1f93e4eb76a36d0dccf485d39d,09685c92a8d14b743202e4e2d12658b6,LQONLK,38.37,-0.07,1.00,0.00,0.00
1497458,M,2012,20180801,191618,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,b2913bf252c72543d5dc3e128bbadc71,5f5cb6ad093613d46d38189855cda08d,714f4c7931e48adeffea0f82592dfe8b,YKFXNG,13.07,-0.02,1.00,0.00,0.00
1497461,M,2012,20180801,175634,20180801,0,0,1,0,MDU,DMC,MDS,DMC,C,NULL,I,D,P,PL,c87a06f40319c897677ce37d3b08b084,ee7bb72bd23593af5cf18d5921477ceb,f096f042b72cfbbc2623134492d1822b,QGFZCI,128.92,-0.26,1.00,0.00,0.00
1497462,M,2012,20180801,180104,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,7a89bcf472a566e2b48e4a3c7d3859e8,fe2a56c06b86907ab5704588f89736dc,f096f042b72cfbbc2623134492d1822b,DGRZSL,17.75,-0.03,1.00,0.00,0.00
1497463,M,2012,20180801,212631,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,6f6694c225e87484092ad70724cadfb0,1377cf6cc95663518154030e15e4e1b1,87442e135ce225663825f14446203855,RVFRVQ,102.08,-0.20,1.00,0.00,0.00
1497478,M,2012,20180801,182102,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,ce264ef66eb452d70f7f0738d8dd6907,4ee2a078d310e9f243d7ff89616514db,5c809c2ff2b0839099df8bc27ab6938e,BATHXV,4.59,0.00,1.00,0.00,0.00
1497482,M,2012,20180801,155933,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,7ac503cd046d90268f53a4ed440dccad,7b3d7eaee10b3019fa622786d254dcf4,85d1a9a5c106405b0332061c7e055663,RVKOBI,38.94,-0.07,1.00,0.00,0.00
1497485,M,2012,20180801,081631,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,d3a6bd99ca0e42cefec773bd312d8e6a,771c81ca93ecfa9111445a91328239d8,9ae0648192833b66d73cc26f5847a162,JCCEHK,17.42,-0.03,1.00,0.00,0.00
1497490,M,2012,20180801,132211,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,1e72c1dff02b804f4adf4e26a5a252c4,70a21f44b13c91b273a3f0248a1239dc,a0a7efae3b050d9ec37cf8cf4d7abdbe,FJBLWD,57.47,-0.10,1.00,0.00,0.00
1497493,M,2012,20180801,141847,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,298d59a24fcfaf36a93074da274fc9f0,af4ae63ca6f97adabe7369698e4727ba,0c04548b7e02c5d179cc6b0996dda0df,QAJPHA,29.56,-0.06,1.00,0.00,0.00
1497497,M,2012,20180801,182541,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,4bb8fe9006c3beff895f68f4e315c980,68c3e0fe27020caa35e464cb89552c13,aa09aee14e2e7a76cc02ca8cdfe161bd,CWMMKH,413.66,-0.82,1.00,0.00,0.00
1497501,M,2012,20180801,155243,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,8dcaf086dd7666f3104391a1c47e044d,5259aeab7dd7e87ba79bde89815c2788,1398d49b472167afed3cb4074c9c3895,YBRFGJ,68.44,-0.13,1.00,0.00,0.00
1497508,M,2012,20180801,115647,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,7f069df3952a226ccba4c7c3c0675843,af4cf3d89a00117bc6e20a15090d2a60,9c0e4625a3519bb2429be6e6be7b1f64,EPGEHX,23.20,-0.05,1.00,0.00,0.00
1497509,M,2012,20180801,174710,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,7a9959f0da74e1c8b7e8958c321c6067,79c19f64512f85622374338d7d80712b,f5e2a2770cedf5c0745b550ea87e3bb4,KAYMHJ,56.54,-0.10,1.00,0.00,0.00
1497512,M,2012,20180801,111306,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,5bf1d6b7586e7e1e1ccc59d4115033cd,fd332803bc7457c87b609182270d3aa6,3ea1e04833e79e975e4eb96f90942ca9,YJYCBG,360.06,-0.72,1.00,0.00,0.00
1497517,M,2012,20180801,205102,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,7a1951aa45e76d0e509b62ddf64ac465,825b4cfbf3290599b811e3b8a2e33af1,909c5c3462dd432299b7fc0c45467314,GVYONA,75.39,-0.14,1.00,0.00,0.00
1497523,M,2012,20180801,222356,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,bbfe53da9bf0cbb015f71174b2abbf32,5ad2873beb33647c72a85577aef821aa,3410076c6b6ef705ef87c6f4614a80ab,IWMSIH,20.83,-0.03,1.00,0.00,0.00
1497530,M,2012,20180801,200745,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,3cfa2ab3a32879fae338505b32eda396,3e669d1826abed5a9e4f9758ea22ac93,ae4fe28e24dad723578fa495cbf19de7,HRUBKA,36.83,-0.07,1.00,0.00,0.00
1497532,M,2012,20180801,121442,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,74fbf2a78677f173cb86921378028e57,38627910684d228d9ad698177859068c,451bf14a284d5acd1f21569c7bd1ef9d,IWTNVF,81.19,-0.15,1.00,0.00,0.00
1497533,M,2012,20180801,121421,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,ddccbcfb487cc2d3ebd5a465d4fb1b78,135b7be8378d5861dd3fb566ec6b20e0,c5ec40ac158093c8f312dc1bc8f792c9,TIMEVN,13.95,-0.02,1.00,0.00,0.00
1497538,M,2012,20180801,092757,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,8e443dd34122e2a73b0094380a84e609,52360ab192fd2adcc32004a7ea6872aa,49cbc31415650afb7aaec547aee9da10,RVFYQE,46.23,-0.08,1.00,0.00,0.00
1497539,M,2012,20180801,144510,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,8e443dd34122e2a73b0094380a84e609,52360ab192fd2adcc32004a7ea6872aa,49cbc31415650afb7aaec547aee9da10,DIWXLC,47.20,-0.09,1.00,0.00,0.00
1497540,M,2012,20180801,121643,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,ec7a92584b8d27815a53dc919629d6ab,8441990284da7ec7a66b5bd9efd13683,e39faf69bd7ceb77ad507adb4c3ada63,XYUXNK,11.60,-0.02,1.00,0.00,0.00
1497543,M,2012,20180801,103819,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,2e9aec44ddf147584cc3301d2308c35c,2a5265232e8d9f9edc65b9be14e0d820,3389cd74921e2e03610681afc26c6e8a,JDTNPB,13.63,-0.02,1.00,0.00,0.00
1497545,M,2012,20180801,104329,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,94e594bf710420b637e50517309fa0b5,5f3da64d06ab7a63e27b82be48d0bd0b,6fa514966e38db85981eb26cc2888206,VYCHNR,250.34,-0.50,1.00,0.00,0.00
1497549,M,2012,20180801,195058,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,3dda87ce4218ad29e798c80c2bd9b2e4,68820a05a6cf97c79aed5cd8d4ce8409,9197ff11c0f1614e53a21ba15c14e486,PUBAJA,29.70,-0.06,1.00,0.00,0.00
1497551,M,2012,20180801,141751,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,ad7890d282f223f79d091e1d2e006542,4077b40faf6bc6e336e1d383c9b840df,ea186d35967818a0f9aa06a887c91c97,KJLSGS,46.72,-0.09,1.00,0.00,0.00
1497555,M,2012,20180801,160147,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,9c868faca15e5a78c16f6c7805f51ee7,fe885f5f2e80b3355b3cd6581a924d72,6ee7a55ee53ecc48a22a277b45901f41,OUIVDY,37.27,-0.07,1.00,0.00,0.00
1497561,M,2012,20180801,113228,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,962c29b20b11061a2c2ca4d595a68245,ea67a33cefe42800ff03b3ebd0199e97,45e470b5755eea079fbb28cf918f1571,NDUHHN,116.23,-0.23,1.00,0.00,0.00
1497562,M,2012,20180801,212040,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,b5ccda5778c220edbe60306a544b44c0,b2f5c7f71f1c672ac947d573d8e9080a,5e69ba7a46ac9b15ebd4bb5700e20856,VZRGHH,19.72,-0.03,1.00,0.00,0.00
1497565,M,2012,20180801,215308,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,0a128112027100e09837fbb51ffe9ca5,7c9d5866f42c294fc00227f3157a22d2,0ace8c541e1ac1d4035833c4f231c6fb,ICAHPK,23.19,-0.03,1.00,0.00,0.00
1497566,M,2012,20180801,063522,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,0a128112027100e09837fbb51ffe9ca5,7c9d5866f42c294fc00227f3157a22d2,0ace8c541e1ac1d4035833c4f231c6fb,LVZAFV,12.16,-0.02,1.00,0.00,0.00
1497567,M,2012,20180801,170247,20180801,0,0,1,0,MDU,DMC,MDS,DMC,C,NULL,I,D,P,PL,f7b3014264feb5d039b5dc0c4080c4c6,668388314731e3ac699c8649933df65b,1d93b00a9980e51105688f2e144e9ef0,JKJXXK,29.97,-0.06,1.00,0.00,0.00
1497569,M,2012,20180801,221748,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,b6cc8e57405c163ad74c9a6fb7296250,85da76f07726cc519afacdbf2b1bc4b8,3fbfbe591552f9d2e2c18242dcaa820a,XNOYGX,19.37,-0.03,1.00,0.00,0.00
1497570,M,2012,20180801,221628,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,5ff9008aab5da52daff1ed4533943f59,35e40816a724aab39dce02c3bb90fffc,3fbfbe591552f9d2e2c18242dcaa820a,ZKNLWU,43.42,-0.08,1.00,0.00,0.00
1497583,M,2012,20180801,161414,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,67fb2cfe60de63f9af532bf44b822685,9b2f54b325d57bf016989f3fc04aa456,82ed0bc23817cb304eff9be04349e8bf,OWUSLC,161.52,-0.31,1.00,0.00,0.00
1497584,M,2012,20180801,205926,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,696f38f93f61f4c320b297481aa2e585,40380809028c19dc209140106d9875f2,ab8790a3a2a365e4b424c802ab2e6ed9,CDQRBH,56.72,-0.10,1.00,0.00,0.00
1497588,M,2012,20180801,172541,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,a505422879c7ae55f9951b8dab66ca75,eda7d20bb2a3ac940b418a973edb3053,90e258da6e481912f7241e47a54d5328,MKYVWT,23.42,-0.05,1.00,0.00,0.00
1497594,M,2012,20180801,140844,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,9f58981931587c9ef4656ff9196b66bb,58ca86761e77efd457168747818d3b20,f9d59eb667de662f3b5d8c911dd77e28,PMBUOK,63.80,-0.13,1.00,0.00,0.00
1497596,M,2012,20180801,114450,20180801,0,0,1,0,MDU,DMC,MDS,DMC,C,NULL,I,D,P,PL,e37ef3887747d837a0d6ae74a383d5f3,e615b03b99cfb41d84836f0a6f3d9750,82d64218c0903359fc8da4aa9b928d88,DFLDBD,143.38,-0.28,1.00,0.00,0.00
1497597,M,2012,20180801,182045,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,98d27ba2c41c254f223af9a60956ce03,7b30789af682c149aaa4ee4837defa74,eb57b2110362a2293fc083b056f3bc47,LZQSGX,48.81,-0.09,1.00,0.00,0.00
1497602,M,2012,20180801,143301,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,ae7a0b5c3ec47841b7c06fd7420158fe,0e90e402a0c28215b7d3d21489385d61,5279a2dd61e6f584d7721220e876ef56,UMZPUI,15.07,-0.02,1.00,0.00,0.00
1497603,M,2012,20180801,174548,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,eca5c8fa1253bcd9083c2c206640112c,c1129b35a8042e97e4ac5d240e51728a,dc29fa88462931d79b7c7be856e7e84b,SRUEGA,12.17,-0.02,1.00,0.00,0.00
1497604,M,2012,20180801,125045,20180801,0,0,1,0,MDU,DMC,MDS,DMC,C,NULL,I,D,P,PL,7697e0cf7f7b9257d8f5fd2d77a6aef5,ee20608c9696cdab7fcafab103482a8f,834726400eb89aea76eb1e8460a0e9b7,LNVZDM,16.66,-0.02,1.00,0.00,0.00
1497608,M,2012,20180801,103518,20180801,0,0,1,0,MDU,DMC,MDS,DMC,C,NULL,I,D,P,PL,c7045afa3f406b314d2d62a6bac6afa6,7c904722ccd75cfdc4c8e31c6ba1271b,689bbdc7e2357db173cd0503ace73cb3,UXOEIX,106.35,-0.21,1.00,0.00,0.00
1497610,M,2012,20180801,134801,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,70b07e84b177f6a17a15f9f4f04c1705,35753ea88a6b7a8766acb6d7704aa821,5d20b9bad0a26b3c602bfc8ba3ec5770,TKRALK,17.05,-0.02,1.00,0.00,0.00
1497613,M,2012,20180801,121049,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,bb79ff441abf58003b719bcc579b582a,5b72b0e0e77764a2df08140ecf0157b3,7535f89d89366538e0ff3f9fa31a27cd,GNTFHQ,50.44,-0.09,1.00,0.00,0.00
1497614,M,2012,20180801,111659,20180801,0,0,1,0,MDU,DMC,MDS,DMC,C,NULL,I,D,P,PL,8cc12d3df0cc1e274accdd427ebc367c,7ade13fb3683c8caf068da3c7925ac1a,7535f89d89366538e0ff3f9fa31a27cd,TPRDIH,91.06,-0.17,1.00,0.00,0.00
1497621,M,2012,20180801,194935,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,59d731282a9d116536e76bdb6aaf7319,6f04d805435d0e0fdad2da230e37d3d8,9a92da7cbe62493383868ae021188659,CCQRNH,12.53,-0.02,1.00,0.00,0.00
1497623,M,2012,20180801,215325,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,f8f7519ddfd40c9ecbcc41e160a465b9,cf34b15c10c488e7ffd4897b267df1c4,417cd2506d2409dbccaa3a64dbab719a,LWKCEH,83.94,-0.16,1.00,0.00,0.00
1497624,M,2012,20180801,173010,20180801,0,0,1,0,MDU,DMC,MDS,DMC,C,NULL,I,D,P,PL,c1c849233d47f88dc1dc375172d16d7e,83426ff50d98de6d595f6054b87c35ea,dc64af7160bb4bf9a2a2d5087eef8180,QMPYDT,13.90,-0.02,1.00,0.00,0.00
1497631,M,2012,20180801,163633,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,b028e67a3824bbd2558487cc5e5d9eae,68a6b0e0fa8910c8e692b04ac079caf2,1cee540d0d770a52a621d4abaee09320,RSQAQG,11.59,-0.01,1.00,0.00,0.00
1497632,M,2012,20180801,135000,20180801,0,0,1,0,MDU,DMC,MDS,DMC,C,NULL,I,D,P,PL,16d33d7b4bae84f858987ed6f0f58bb7,a0ba6528f168f6d8c47af5b47c920274,af4d6ffa6757b345daf04728a80c88b9,SOMLEA,233.10,-0.46,1.00,0.00,0.00
1497637,M,2012,20180801,063502,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,53eb48472b5ce2f41d8df088703090b0,78179e8e1ff564499049025a9f08fa32,ca6d2c4c6b471898a221df80a8d94f2f,KRQSIM,6.73,-0.01,1.00,0.00,0.00
1497639,M,2012,20180801,154101,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,5e0ed15f62602acc23fff6b5c75a8337,0958262247a5c47246a1ee9774738559,29cb293a856ead352f719c2f87583089,HYRILY,26.08,-0.05,1.00,0.00,0.00
1497640,M,2012,20180801,132418,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,11db4d4a9929dfd4b6894a7d8e4830c3,fa46287622855bc00d9d89ecb52abf44,57ce85c721d8d4641e1ce740a2644223,JWVSCD,16.24,-0.02,1.00,0.00,0.00
1497642,M,2012,20180801,171330,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,f88f7c7edc10b491249d745fbfa033e8,23b8a9097e3e4ffd4c39d5f18f31c0b8,f5097a82a3eebea1ef3df0bc9cf23403,BBUGFT,53.68,-0.10,1.00,0.00,0.00
1497643,M,2012,20180801,172158,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,a53ff1c09b4f407597a514c382dc6aff,a28564f4b241b5482e812db33b9d13fc,7ef1bd68cc878cdadd71d5cf73eb0955,OMCFUI,127.25,-0.24,1.00,0.00,0.00
1497646,M,2012,20180801,200607,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,850dc34d857cf0876e3e1d4f7af2c0cd,1aa3fcc3b25ba9b12b2b7d22e7bdfb59,b82704a47252efe89b73a5e336e5b9a6,HIULYY,12.76,-0.02,1.00,0.00,0.00
1497647,M,2012,20180801,204945,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,850dc34d857cf0876e3e1d4f7af2c0cd,1aa3fcc3b25ba9b12b2b7d22e7bdfb59,b82704a47252efe89b73a5e336e5b9a6,MRDTVN,20.88,-0.03,1.00,0.00,0.00
1497648,M,2012,20180801,210111,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,850dc34d857cf0876e3e1d4f7af2c0cd,1aa3fcc3b25ba9b12b2b7d22e7bdfb59,b82704a47252efe89b73a5e336e5b9a6,LCSLQL,23.20,-0.05,1.00,0.00,0.00
1497653,M,2012,20180801,094343,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,6bbe44e468fc4f2fd1c0c8bc3156d02f,02982f7934349574d9889965fb4f2a85,be946c30537883a644aa89a12494a0c0,OARSTZ,11.82,-0.02,1.00,0.00,0.00
1497660,M,2012,20180801,201622,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,5c34a1cd7490a65c758423b9d14111dd,0c890d4d0bc9db63aba89bb1ed373e86,5d7c082336c6371ec90bf23306b0e282,OODSXE,31.68,-0.06,1.00,0.00,0.00
1497661,M,2012,20180801,211544,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,fc3e6416c757c37b74278aa462d4d5d1,9afa5db01401dfa4054b17e314c6e495,541e65f32c83ac639096247a7ffe4d5b,IVCHYV,8.12,-0.01,1.00,0.00,0.00
1497662,M,2012,20180801,214319,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,fc3e6416c757c37b74278aa462d4d5d1,9afa5db01401dfa4054b17e314c6e495,541e65f32c83ac639096247a7ffe4d5b,WFSNYN,32.48,-0.06,1.00,0.00,0.00
1497663,M,2012,20180801,173808,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,9de664e64cba209cf359935cba09ead1,9b6bb7c60840912fad8e68531622701f,79891d9a10fac33006f4db5f1317bcc2,XOJUKC,7.77,-0.01,1.00,0.00,0.00
1497667,M,2012,20180801,203657,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,98c846949dc75fbb2706064be19f57d3,eea5fb15817add64f42e06803536627b,5f897e952fff4db83f0d9bc9da237e7e,FXTHID,24.28,-0.05,1.00,0.00,0.00
1497674,M,2012,20180801,193858,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,6fd409643af6615c3a63ae84aef5b3d8,abe3caf2da0ec79211282eeff11c85ed,550cf9073b53f53b22e92b797602a10e,RWDDFN,13.70,-0.02,1.00,0.00,0.00
1497675,M,2012,20180801,160155,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,b1d910ad6bf23f1d224d1b3267da40d2,688d4c6c5fff35dc2b0d6f81740db29f,c5f404156c8710885f2c17ce078b758c,MQMLAD,5.22,0.00,1.00,0.00,0.00
1497680,M,2012,20180801,114111,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,1ea04ab563070fbae96853fc4f2555b9,946a8b192663d27c72c8b02589d674bf,3ee2eda039919a83ea502c8f502e90f1,FLHVSK,6.70,-0.01,1.00,0.00,0.00
1497681,M,2012,20180801,112923,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,f4852e7c6f96903d8b7f6b0f003577db,2945a349e95d513940a86d686ff66b96,896bf96102d7d3ed8a53ae5184017080,QFEOIL,87.00,-0.17,1.00,0.00,0.00
1497685,M,2012,20180801,131345,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,4a6471766feaeee2527b46c0ba7f9f9f,e58b8995b809c228defbcd971c24d4fc,a46728f3da3a003832e5b0531423016d,HTGFYE,39.42,-0.07,1.00,0.00,0.00
1497686,M,2012,20180801,190744,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,360fc87b38501e33b1ba97aff829259f,b36d59cd546351b8b531c8cd94088318,46cf11db3bf76637b6710da45157b748,ZFIGZI,74.29,-0.14,1.00,0.00,0.00
1497687,M,2012,20180801,123120,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,8bb06c1f34289e6103ee5c0b1109da4f,9d37e1aad33aaf42240449ab5cfd00a7,12ae86b04682cac98373e71827e20d7a,BKJHYU,46.81,-0.09,1.00,0.00,0.00
1497689,M,2012,20180801,172037,20180801,0,0,1,0,MDU,DMC,MDS,DMC,C,NULL,I,D,P,PL,1b30c6426b5ac18314a6f6770adb5a64,1e18267e99e8cad27a31165a64a0c16f,49e0647369c2ccfd043d073b9c6bae02,BNGLZF,278.74,-0.56,1.00,0.00,0.00
1497691,M,2012,20180801,134836,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,96171471df2e49bf082bf901e49c7e20,4fbd483900043ec481c2fbc2e856b6e6,522a4b8a76a74f827332ef5ac2a197a4,MVLZWQ,32.71,-0.06,1.00,0.00,0.00
1497695,M,2012,20180801,152903,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,a4f19b23031b90e23ae64ad19a094baf,8a85ce4c4d77f648aa7ecad78c40d71f,490d0e22b36364f990b3610de3ddcbc9,VWECGM,39.39,-0.07,1.00,0.00,0.00
1497696,M,2012,20180801,073514,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,10a4cedd37eddd5b81e0fe12b485748a,984015e63420dfc2e212c445251e72cd,f0881c271772e632b74b3fff5ba99133,DAOYVR,11.53,-0.01,1.00,0.00,0.00
1497697,M,2012,20180801,163558,20180801,0,1,1,0,MDU,DMC,MDS,DMC,M,NULL,I,D,P,PL,a19d0270290142d79ad5ef74ddb65265,1b2e18d04cf14122bbad25c89ffc9329,7334526c43e0995bd5ab51fbcce3349f,GFDADO,21.67,-0.03,1.00,0.00,0.00
